ROOF_COVER,INT_WALL,EXT_FNISHED,INT_COND,EXT_COND,OVERALL_COND,BED_RMS,FULL_BTH,HLF_BTH,KITCHENS
A - Asphalt Shingl,N - Normal,A - Asbestos,G - Good,A - Average,A - Average,3.0,1.0,1.0,1.0
A - Asphalt Shingl,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,2.0,2.0,0.0,2.0
A - Asphalt Shingl,N - Normal,W - Wood Shake,A - Average,A - Average,A - Average,3.0,3.0,0.0,3.0
A - Asphalt Shingl,N - Normal,M - Vinyl,G - Good,G - Good,G - Good,2.0,1.0,1.0,1.0
,,,,,A - Average,,0.0,0.0,0.0
A - Asphalt Shingl,N - Normal,U - Alum Siding,A - Average,A - Average,A - Average,4.0,2.0,0.0,2.0
,,,,,A - Average,,0.0,0.0,0.0
C - Composition,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,6.0,3.0,0.0,3.0
A - Asphalt Shingl,N - Normal,A - Asbestos,A - Average,A - Average,A - Average,3.0,2.0,0.0,2.0
,,08 - Stucco,,,A - Average,,0.0,0.0,0.0
A - Asphalt Shingl,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,4.0,2.0,0.0,2.0
,,09 - Wood Siding,,,A - Average,,0.0,0.0,0.0
R - Rubber Roof,N - Normal,C - Cement Board,G - Good,G - Good,G - Good,4.0,2.0,0.0,2.0
A - Asphalt Shingl,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,3.0,1.0,0.0,1.0
C - Composition,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,5.0,2.0,0.0,2.0
A - Asphalt Shingl,N - Normal,M - Vinyl,G - Good,A - Average,A - Average,4.0,2.0,1.0,1.0
R - Rubber Roof,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,5.0,2.0,0.0,2.0
C - Composition,N - Normal,B - Brick/Stone,A - Average,A - Average,A - Average,2.0,1.0,1.0,1.0
C - Composition,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,2.0,1.0,1.0,1.0
A - Asphalt Shingl,N - Normal,F - Frame/Clapbrd,A - Average,A - Average,A - Average,4.0,2.0,0.0,2.0
A - Asphalt Shingl,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,7.0,3.0,0.0,3.0
,,10 - Alum/Vinyl,,,A - Average,,0.0,0.0,0.0
,,,,,A - Average,,0.0,0.0,0.0
C - Composition,N - Normal,M - Vinyl,A - Average,G - Good,G - Good,9.0,3.0,0.0,3.0
,,09 - Wood Siding,,,G - Good,,0.0,0.0,0.0
A - Asphalt Shingl,N - Normal,A - Asbestos,A - Average,A - Average,A - Average,2.0,1.0,0.0,1.0
R - Rubber Roof,N - Normal,M - Vinyl,A - Average,G - Good,A - Average,11.0,3.0,0.0,3.0
C - Composition,N - Normal,10 - Alum/Vinyl,,A - Average,A - Average,,,0.0,
C - Composition,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,6.0,3.0,0.0,3.0
,,,,,A - Average,,0.0,0.0,0.0
C - Composition,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,2.0,2.0,0.0,2.0
,,,,,A - Average,,0.0,0.0,0.0
A - Asphalt Shingl,N - Normal,M - Vinyl,G - Good,A - Average,G - Good,3.0,1.0,0.0,1.0
C - Composition,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,3.0,2.0,0.0,2.0
A - Asphalt Shingl,N - Normal,M - Vinyl,G - Good,A - Average,A - Average,2.0,1.0,1.0,1.0
A - Asphalt Shingl,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,3.0,2.0,1.0,2.0
,,01 - Brick,,,A - Average,,0.0,0.0,0.0
C - Composition,N - Normal,A - Asbestos,A - Average,A - Average,A - Average,3.0,3.0,0.0,3.0
,,,,,A - Average,,0.0,0.0,0.0
A - Asphalt Shingl,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,4.0,1.0,1.0,1.0
A - Asphalt Shingl,N - Normal,U - Alum Siding,A - Average,F - Fair,A - Average,7.0,3.0,0.0,3.0
A - Asphalt Shingl,N - Normal,M - Vinyl,G - Good,A - Average,G - Good,2.0,2.0,0.0,1.0
,,10 - Alum/Vinyl,,,A - Average,,0.0,0.0,0.0
,,,,,A - Average,,0.0,0.0,0.0
,,,,,G - Good,,0.0,0.0,0.0
,,,,,A - Average,,0.0,0.0,0.0
,,,,,A - Average,,0.0,0.0,0.0
R - Rubber Roof,N - Normal,A - Asbestos,A - Average,A - Average,A - Average,4.0,2.0,1.0,2.0
C - Composition,N - Normal,P - Asphalt,A - Average,A - Average,A - Average,6.0,2.0,0.0,2.0
C - Composition,N - Normal,W - Wood Shake,A - Average,P - Poor,F - Fair,4.0,3.0,0.0,3.0
C - Composition,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,6.0,3.0,0.0,3.0
R - Rubber Roof,N - Normal,W - Wood Shake,A - Average,A - Average,A - Average,4.0,2.0,0.0,2.0
C - Composition,N - Normal,F - Frame/Clapbrd,G - Good,G - Good,A - Average,2.0,1.0,0.0,1.0
C - Composition,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,4.0,2.0,0.0,2.0
C - Composition,N - Normal,P - Asphalt,A - Average,F - Fair,A - Average,4.0,2.0,0.0,2.0
C - Composition,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,6.0,2.0,0.0,2.0
R - Rubber Roof,N - Normal,W - Wood Shake,A - Average,A - Average,A - Average,3.0,2.0,0.0,2.0
,,,,,A - Average,,0.0,0.0,0.0
R - Rubber Roof,N - Normal,M - Vinyl,G - Good,A - Average,A - Average,4.0,2.0,0.0,2.0
C - Composition,N - Normal,F - Frame/Clapbrd,G - Good,G - Good,A - Average,2.0,1.0,0.0,1.0
R - Rubber Roof,N - Normal,M - Vinyl,G - Good,A - Average,G - Good,3.0,1.0,1.0,1.0
,,,,,A - Average,,0.0,0.0,0.0
,,,,,A - Average,,0.0,0.0,0.0
,,,,,A - Average,,0.0,0.0,0.0
,,,,,A - Average,,0.0,0.0,0.0
,,,,,A - Average,,0.0,0.0,0.0
,,,,,A - Average,,0.0,0.0,0.0
,,,,,A - Average,,0.0,0.0,0.0
,,,,,A - Average,,0.0,0.0,0.0
C - Composition,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,6.0,3.0,0.0,3.0
C - Composition,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,6.0,3.0,0.0,3.0
A - Asphalt Shingl,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,3.0,2.0,0.0,2.0
R - Rubber Roof,N - Normal,M - Vinyl,A - Average,G - Good,A - Average,6.0,3.0,0.0,3.0
,,01 - Brick,,,F - Fair,,0.0,0.0,0.0
,,,,,A - Average,,0.0,0.0,0.0
R - Rubber Roof,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,6.0,3.0,0.0,3.0
C - Composition,N - Normal,F - Frame/Clapbrd,G - Good,G - Good,A - Average,2.0,1.0,0.0,1.0
R - Rubber Roof,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,6.0,3.0,0.0,3.0
A - Asphalt Shingl,N - Normal,U - Alum Siding,A - Average,A - Average,A - Average,1.0,1.0,1.0,1.0
,,,,,A - Average,,0.0,0.0,0.0
R - Rubber Roof,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,6.0,3.0,0.0,3.0
,,,,,,,,,
A - Asphalt Shingl,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,5.0,3.0,0.0,3.0
R - Rubber Roof,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,9.0,3.0,0.0,3.0
C - Composition,N - Normal,F - Frame/Clapbrd,G - Good,A - Average,A - Average,3.0,3.0,0.0,1.0
R - Rubber Roof,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,3.0,2.0,0.0,2.0
R - Rubber Roof,N - Normal,M - Vinyl,G - Good,A - Average,G - Good,5.0,2.0,1.0,2.0
R - Rubber Roof,N - Normal,A - Asbestos,A - Average,A - Average,A - Average,7.0,3.0,0.0,3.0
,,01 - Brick,,,G - Good,,0.0,0.0,0.0
R - Rubber Roof,N - Normal,M - Vinyl,G - Good,A - Average,G - Good,5.0,2.0,1.0,2.0
A - Asphalt Shingl,N - Normal,W - Wood Shake,A - Average,F - Fair,A - Average,4.0,2.0,1.0,1.0
C - Composition,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,6.0,2.0,0.0,2.0
R - Rubber Roof,N - Normal,M - Vinyl,G - Good,A - Average,A - Average,4.0,2.0,0.0,2.0
R - Rubber Roof,N - Normal,W - Wood Shake,A - Average,A - Average,A - Average,6.0,3.0,0.0,3.0
A - Asphalt Shingl,N - Normal,W - Wood Shake,A - Average,A - Average,A - Average,3.0,1.0,0.0,1.0
A - Asphalt Shingl,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,3.0,3.0,0.0,1.0
R - Rubber Roof,N - Normal,P - Asphalt,A - Average,A - Average,A - Average,6.0,3.0,0.0,3.0
A - Asphalt Shingl,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,5.0,3.0,0.0,3.0
A - Asphalt Shingl,N - Normal,C - Cement Board,A - Average,G - Good,G - Good,5.0,2.0,0.0,2.0
A - Asphalt Shingl,N - Normal,C - Cement Board,G - Good,G - Good,A - Average,2.0,1.0,0.0,1.0
A - Asphalt Shingl,N - Normal,C - Cement Board,A - Average,G - Good,A - Average,2.0,1.0,0.0,1.0
A - Asphalt Shingl,,C - Cement Board,,E - Excellent,A - Average,,,,
A - Asphalt Shingl,N - Normal,M - Vinyl,A - Average,A - Average,A - Average,3.0,2.0,0.0,2.0
A - Asphalt Shingl,N - Normal,M - Vinyl,A - Average,G - Good,A - Average,2.0,1.0,0.0,1.0
