zipcode,total_living_area,neighborhood,Year
210-1,2634.0,,2009
096-8,762.0,,2009
023-R,1065.0,,2009
1682-3,1353.0,,2009
319-9,345.0,,2009
1945-4,605.0,,2009
020-P,1120.0,,2009
B-34-4,780.0,,2009
100-17,1142.0,,2009
020-2,4783.0,,2009
0R-2F,891.0,,2009
145-37,445.0,,2009
70-12A,390.0,,2009
W-17-6,775.0,,2009
24G-8,589.0,,2009
B-20-2,780.0,,2009
097-B,715.0,,2009
257-1,1372.0,,2009
12-AD,456.0,,2009
131-24,366.0,,2009
VII-3,1050.0,,2009
4-224,1795.0,,2009
B-104,1876.0,,2009
T-209,872.0,,2009
035-6,1908.0,,2009
027-5,800.0,,2009
00704,27011.0,,2009
00632,2625.0,,2009
1259-5,968.0,,2009
229-4,1636.0,,2009
1-201,975.0,,2009
131 &,0.0,,2009
280-33,690.0,,2009
0N-17,0.0,,2009
142-35,684.0,,2009
565-2,840.0,,2009
0029E,6432.0,,2009
080-4,2763.0,,2009
4-222,1795.0,,2009
1945-6,435.0,,2009
00803,719.0,,2009
058-1,1665.0,,2009
D-416,1163.0,,2009
905-3,610.0,,2009
137-2,2758.0,,2009
113-1,530.0,,2009
122-11,393.0,,2009
023-H,1479.0,,2009
W-22-4,775.0,,2009
121-3,3444.0,,2009
0R-4E,620.0,,2009
1568-6,556.0,,2009
00534,1384.0,,2009
142-13,488.0,,2009
198-3,1375.0,,2009
35-18,333.0,,2009
00259,0.0,,2009
PS-211,0.0,,2009
171-7,1347.0,,2009
0G-79,0.0,,2009
00C-1,16487.0,,2009
0C-13,1474.0,,2009
315-12,700.0,,2009
0A3-3,470.0,,2009
1673-8,290.0,,2009
00PH3,6552.0,,2009
VII-8,1050.0,,2009
1645-9,454.0,,2009
012-C,8606.0,,2009
021-6,1160.0,,2009
04A &,730.0,,2009
019-J,590.0,,2009
1714-7,763.0,,2009
382-7,1125.0,,2009
0013A,4087.0,,2009
008-D,6060.0,,2009
B-305,1400.0,,2009
301-15,516.0,,2009
0R-1H,1000.0,,2009
00211,1054.0,,2009
B-66-2,780.0,,2009
PS-136,0.0,,2009
51-B1,760.0,,2009
5-504,349.0,,2009
038-F,1636.0,,2009
324-9,485.0,,2009
00306,701.0,,2009
140-13,684.0,,2009
C2-307,1093.0,,2009
0PH19,2460.0,,2009
225-4,2480.0,,2009
247-05,567.0,,2009
"117,119",0.0,,2009
70-8A,265.0,,2009
0008E,6427.0,,2009
00648,1000.0,,2009
073-A,670.0,,2009
017-1,8744.0,,2009
00171,2250.0,,2009
00087,3109.0,,2009
0A2-4,470.0,,2009
PS-31,0.0,,2009
055-6,1880.0,,2009
13-104,1210.0,,2009
24H-8,1413.0,,2009
0001L,9503.0,,2009
70-23,595.0,,2009
32-06,346.0,,2009
0135C,938.0,,2009
00809,1053.0,,2009
006-1,11801.0,,2009
48-23,384.0,,2009
1762-B,800.0,,2009
63-B2,925.0,,2009
022-K,605.0,,2009
035-D,2204.0,,2009
00D-8,2710.0,,2009
00L-A,682.0,,2009
313-A,1112.0,,2009
046-4,1559.0,,2009
0A-12,2317.0,,2009
0PS-4,0.0,,2009
068-9,535.0,,2009
354-17,660.0,,2009
324-15,570.0,,2009
00075,7285.0,,2009
00065,651.0,,2009
W-15-2,775.0,,2009
380-A,600.0,,2009
52-27,416.0,,2009
022-D,1827.0,,2009
027-2,6106.0,,2009
057-2,2858.0,,2009
1637-8,541.0,,2009
00182,240.0,,2009
014-O,1417.0,,2009
24-A1,565.0,,2009
59-11,553.0,,2009
02F-2,1024.0,,2009
082-1,2026.0,,2009
382-1,930.0,,2009
23G-8,589.0,,2009
1157-7,1130.0,,2009
35-17,555.0,,2009
6 NCOR,1100.0,,2009
B-10-6,780.0,,2009
D-512,2206.0,,2009
3-205,488.0,,2009
06M-6,1182.0,,2009
099-8,1692.0,,2009
170-1,1052.0,,2009
15O-6,742.0,,2009
002-B,35528.0,,2009
590-4,624.0,,2009
70-8B,875.0,,2009
58-15,340.0,,2009
0003J,2986.0,,2009
245-34,690.0,,2009
18J-8,871.0,,2009
225-44,730.0,,2009
PS-27,0.0,,2009
0F508,1200.0,,2009
05G-6,536.0,,2009
075-1,726.0,,2009
B-72-4,625.0,,2009
137-42,600.0,,2009
W-30-5,775.0,,2009
146-2,723.0,,2009
000A7,933.0,,2009
039-G,2153.0,,2009
026-M,580.0,,2009
015-C,7915.0,,2009
0C-86,0.0,,2009
214-4,1836.0,,2009
0G-71,0.0,,2009
PS-223,0.0,,2009
042-6,828.0,,2009
17H-8,1413.0,,2009
009-7,1240.0,,2009
144-3,1314.0,,2009
00630,2890.0,,2009
00324,7484.0,,2009
00638,2208.0,,2009
15L-6,542.0,,2009
000R3,1795.0,,2009
9-401,683.0,,2009
195-5,728.0,,2009
00E-3,1905.0,,2009
04D-8,871.0,,2009
0PH11,4798.0,,2009
153-9,690.0,,2009
120-19,566.0,,2009
D-204,4300.0,,2009
012-N,3686.0,,2009
360-5,350.0,,2009
095-3,1750.0,,2009
1683-2,335.0,,2009
0119G,566.0,,2009
00832,701.0,,2009
075-6,573.0,,2009
0076A,1155.0,,2009
015-N,4313.0,,2009
16J-6,802.0,,2009
00827,632.0,,2009
62-23,444.0,,2009
1945-2,545.0,,2009
078-2,2554.0,,2009
803-3,607.0,,2009
15-23,760.0,,2009
4A-7O,1575.0,,2009
0A-36,0.0,,2009
0015E,5457.0,,2009
802-803,3544.0,,2009
021-E,2471.0,,2009
025-N,770.0,,2009
F-104,1297.0,,2009
242-12,555.0,,2009
A-402,4007.0,,2009
D-2B1,0.0,,2009
D-301,3016.0,,2009
6-B-1,650.0,,2009
01104,12959.0,,2009
140-21,646.0,,2009
249-01,412.0,,2009
00408,43792.0,,2009
206-1B,2400.0,,2009
567-3,963.0,,2009
074-7,326.0,,2009
0053C,730.0,,2009
30-2A,400.0,,2009
0121A,4053.0,,2009
33-34,901.0,,2009
B-38-5,780.0,,2009
01008,5293.0,,2009
137 &,0.0,,2009
072-A,760.0,,2009
189-20,395.0,,2009
29-205,799.0,,2009
6-205,460.0,,2009
000C5,465.0,,2009
05N-6,1205.0,,2009
8-9-10-11,3970.0,,2009
0G-40,0.0,,2009
076-4,1382.0,,2009
16E-8,1119.0,,2009
041-5,1870.0,,2009
00233,712.0,,2009
8 WCOR,927.0,,2009
040-5,2736.0,,2009
592-5,624.0,,2009
006\7,3100.0,,2009
00338,2144.0,,2009
0A-46,0.0,,2009
09P-6,542.0,,2009
A-502,2615.0,,2009
317-15,306.0,,2009
70-7B,335.0,,2009
22-13,810.0,,2009
0C-88,0.0,,2009
004-4,8910.0,,2009
D-317,1156.0,,2009
0016F,4099.0,,2009
68-B2,370.0,,2009
00C-8,5858.0,,2009
A-493,0.0,,2009
A-308,497.0,,2009
27R-3,605.0,,2009
VIII-1,1380.0,,2009
01107,4185.0,,2009
0030E,4109.0,,2009
12E-6,1205.0,,2009
144-24,488.0,,2009
T-110,872.0,,2009
1742-4,760.0,,2009
028-3,4561.0,,2009
114-8,391.0,,2009
311-15,306.0,,2009
146-3,723.0,,2009
09H-8,1413.0,,2009
155-3,710.0,,2009
1572-9,700.0,,2009
25-3R,356.0,,2009
5-222,1795.0,,2009
14-53,1188.0,,2009
00076,6157.0,,2009
00311,980.0,,2009
0005W,4178.0,,2009
3 & 3A,2265.0,,2009
017-U,740.0,,2009
06J-6,802.0,,2009
09018,1257.0,,2009
483-72,675.0,,2009
280-34,690.0,,2009
360-25,504.0,,2009
0G-82,0.0,,2009
01002,12997.0,,2009
B-14-1,420.0,,2009
364-9,526.0,,2009
1629-9,407.0,,2009
034-5,430.0,,2009
00614,10646.0,,2009
247-43,322.0,,2009
002-7,1588.0,,2009
0N-58,0.0,,2009
PS-36,0.0,,2009
14L-6,542.0,,2009
74-53,595.0,,2009
14A01,1202.0,,2009
0135A,790.0,,2009
00008,526.0,,2009
1726-8,774.0,,2009
00S-1,2040.0,,2009
00062,26362.0,,2009
309-5,700.0,,2009
075-4,573.0,,2009
F-403,1329.0,,2009
336-2,520.0,,2009
186-2,2656.0,,2009
62-25,648.0,,2009
038-1,4039.0,,2009
125-10,946.0,,2009
0I-11,1380.0,,2009
C-113,0.0,,2009
40-10,845.0,,2009
319-5,526.0,,2009
0O-19,0.0,,2009
00834,424.0,,2009
319-12,557.0,,2009
PH223,2147.0,,2009
1572-6,556.0,,2009
00706,701.0,,2009
00B12,2003.0,,2009
105-C,877.0,,2009
483-44,350.0,,2009
0007D,9208.0,,2009
0B-23,785.0,,2009
33-10,390.0,,2009
008-H,4210.0,,2009
016-5,2108.0,,2009
11B-8,833.0,,2009
15-29,994.0,,2009
09M-6,1182.0,,2009
70-11B,875.0,,2009
08-12,2856.0,,2009
00321,13525.0,,2009
027-4,1594.0,,2009
364-7,504.0,,2009
29-203,727.0,,2009
C-126,0.0,,2009
483-52,690.0,,2009
PS-33,0.0,,2009
00445,1643.0,,2009
144-28,646.0,,2009
011-5,6814.0,,2009
002-I,2022.0,,2009
024-3,4311.0,,2009
1665-5,298.0,,2009
25-202,803.0,,2009
1872-2,440.0,,2009
0B-3B,938.0,,2009
002-N,2626.0,,2009
00038,27088.0,,2009
31A-2,537.0,,2009
07E-8,1119.0,,2009
57R-1,280.0,,2009
036-1,4504.0,,2009
003-A,34425.0,,2009
125-33,375.0,,2009
74-32,425.0,,2009
04-44,696.0,,2009
F-303,1306.0,,2009
120-15,1286.0,,2009
140-14,684.0,,2009
C2-303,693.0,,2009
10&11,0.0,,2009
0118G,1377.0,,2009
311-2,451.0,,2009
380-2,928.0,,2009
11-22,1100.0,,2009
0O-12,0.0,,2009
00192,3058.0,,2009
1641-6,545.0,,2009
0B-13,3680.0,,2009
800-15,604.0,,2009
00738,0.0,,2009
W-39-4,775.0,,2009
246-7,907.0,,2009
219-1A,740.0,,2009
00L-2,0.0,,2009
020-L,605.0,,2009
1999-2,565.0,,2009
245-41,690.0,,2009
01707,829.0,,2009
PS-168,0.0,,2009
073-2,1854.0,,2009
125-34,443.0,,2009
W-19-1,575.0,,2009
00412,24294.0,,2009
0165B,991.0,,2009
00701,1057.0,,2009
0405W,2415.0,,2009
0R-2B,1053.0,,2009
0C-87,0.0,,2009
00147,2678.0,,2009
791-3,606.0,,2009
D-118,1184.0,,2009
00088,482.0,,2009
026-8,1382.0,,2009
1269-1,418.0,,2009
B-70-6,780.0,,2009
00511,980.0,,2009
52-47,416.0,,2009
24-19,552.0,,2009
0B-3E,850.0,,2009
B-604,1141.0,,2009
21-1B,262.0,,2009
100-10,765.0,,2009
1161-1,650.0,,2009
00426,4916.0,,2009
B-34-3,780.0,,2009
00344,0.0,,2009
0119A,1125.0,,2009
06K-6,542.0,,2009
280-24,690.0,,2009
386-2,934.0,,2009
0289A,1622.0,,2009
207-3,825.0,,2009
04B-8,833.0,,2009
36 1/4,405.0,,2009
15D-6,1205.0,,2009
794-1,1066.0,,2009
038-5,1339.0,,2009
315-16,556.0,,2009
121-6,820.0,,2009
200-12,0.0,,2009
B-18-4,780.0,,2009
483-95,680.0,,2009
0218C,4636.0,,2009
051-6,2080.0,,2009
1880-4,780.0,,2009
D-201,4222.0,,2009
0IX-3,1050.0,,2009
NR-3E,0.0,,2009
276-22,690.0,,2009
037-9,660.0,,2009
00807,12347.0,,2009
58-12,600.0,,2009
016-P,2394.0,,2009
118-21,485.0,,2009
00212,868.0,,2009
3-402,541.0,,2009
A-405,1711.0,,2009
290-43,685.0,,2009
A-605,1079.0,,2009
0018E,4323.0,,2009
PS-182,0.0,,2009
1657-2,1300.0,,2009
141-44,415.0,,2009
C-605,2047.0,,2009
10H-8,1413.0,,2009
B-46-2,780.0,,2009
3-204,325.0,,2009
99-12,740.0,,2009
145-24,610.0,,2009
030-C,1789.0,,2009
198-6,366.0,,2009
483-24,330.0,,2009
00912,984.0,,2009
004-L,3078.0,,2009
000P7,0.0,,2009
0051C,730.0,,2009
19-12,784.0,,2009
00070,364.0,,2009
0G-78,0.0,,2009
28-03,578.0,,2009
317-6,700.0,,2009
301-14,526.0,,2009
0001R,22005.0,,2009
079-2,528.0,,2009
063-5,1649.0,,2009
TH-13,1154.0,,2009
309-9,700.0,,2009
418-3,457.0,,2009
00119,5115.0,,2009
4-205,436.0,,2009
PH203,1650.0,,2009
211-24,730.0,,2009
038-C,1226.0,,2009
001-A,32457.0,,2009
023-2,9526.0,,2009
0015D,4569.0,,2009
082-4,441.0,,2009
247-21,527.0,,2009
B-74-6,780.0,,2009
W-23-4,575.0,,2009
00L-D,408.0,,2009
1269-8,815.0,,2009
800-6,520.0,,2009
D-414,867.0,,2009
T-210,872.0,,2009
0023D,4379.0,,2009
1267-5,779.0,,2009
137-31,440.0,,2009
001-L,2089.0,,2009
12A-8,833.0,,2009
1165-1,742.0,,2009
006-I,1056.0,,2009
1251-3,968.0,,2009
PS-46,0.0,,2009
62-41,819.0,,2009
02-11,1290.0,,2009
93-11,896.0,,2009
01514,972.0,,2009
1269-3,689.0,,2009
00046,33332.0,,2009
31-21,353.0,,2009
0R-5H,1120.0,,2009
1576-4,310.0,,2009
0G-57,0.0,,2009
48-36,652.0,,2009
112-4,825.0,,2009
01511,980.0,,2009
301-7,1112.0,,2009
0F211,1220.0,,2009
0N-65,0.0,,2009
0012A,930.0,,2009
00611,22850.0,,2009
01712,984.0,,2009
0010D,7556.0,,2009
00055,25347.0,,2009
311-1,618.0,,2009
1875-6,1882.0,,2009
00509,26548.0,,2009
00514,16755.0,,2009
07L-6,542.0,,2009
1 PS2,635.0,,2009
229-12,727.0,,2009
0037B,4256.0,,2009
66-61,835.0,,2009
0006J,531.0,,2009
0486A,1560.0,,2009
0PH-4,6136.0,,2009
239-22,690.0,,2009
0G101,716.0,,2009
00539,0.0,,2009
100-14,765.0,,2009
032-C,1623.0,,2009
320-2,928.0,,2009
0R-1F,817.0,,2009
0001E,14761.0,,2009
00607,34010.0,,2009
006-A,16460.0,,2009
08018,1661.0,,2009
594-5,624.0,,2009
1762-5,750.0,,2009
290-21,685.0,,2009
035-5,2626.0,,2009
0N-85,0.0,,2009
0F111,1220.0,,2009
069-6,2119.0,,2009
0091E,746.0,,2009
004-D,12036.0,,2009
251-B,1572.0,,2009
04-31,638.0,,2009
015-1,10468.0,,2009
C1-407,1119.0,,2009
216-1,1580.0,,2009
7 PS 7,670.0,,2009
192-4,0.0,,2009
483-61,765.0,,2009
246-5,582.0,,2009
09017,2199.0,,2009
0I-19,1380.0,,2009
3-403,458.0,,2009
3-505,497.0,,2009
70-12,425.0,,2009
1653-8,1400.0,,2009
054-7,560.0,,2009
66-15,592.0,,2009
B-205,1396.0,,2009
102-8,0.0,,2009
36-15,890.0,,2009
29-304,720.0,,2009
RESIDENTIAL,179769.0,,2009
007-R,5532.0,,2009
1754-7,638.0,,2009
08-21,1862.0,,2009
59-B1,600.0,,2009
G-102,3856.0,,2009
0C-20,0.0,,2009
114-1,1167.0,,2009
W-40-5,770.0,,2009
211-22,730.0,,2009
000C1,877.0,,2009
317-1,618.0,,2009
F-101,1469.0,,2009
449-4,515.0,,2009
00138,3428.0,,2009
0F302,812.0,,2009
I-501,1554.0,,2009
0O-23,0.0,,2009
00B-D,1316.0,,2009
PS-82,0.0,,2009
00084,364.0,,2009
1-222,1696.0,,2009
00A-8,5182.0,,2009
483-14,305.0,,2009
REST.,0.0,,2009
STORE1,0.0,,2009
70-55,425.0,,2009
0021C,6119.0,,2009
1736-A,730.0,,2009
1673-5,335.0,,2009
000B1,687.0,,2009
0F509,802.0,,2009
00B-2,19529.0,,2009
32-10,1297.0,,2009
C-206,1740.0,,2009
19-76,1535.0,,2009
0E-90,1993.0,,2009
00709,1053.0,,2009
065-6,2822.0,,2009
57-B2,660.0,,2009
249-45,386.0,,2009
00N20,0.0,,2009
2-401,513.0,,2009
25-203,720.0,,2009
005-9,2189.0,,2009
00302,708.0,,2009
T-208,883.0,,2009
067-9,576.0,,2009
5-305,513.0,,2009
0121B,4100.0,,2009
00696,1146.0,,2009
0C-14,370.0,,2009
43-B1,760.0,,2009
B-44-2,625.0,,2009
0855B,0.0,,2009
STORE,392.0,,2009
PS-72,0.0,,2009
003-4,14444.0,,2009
B-304,1791.0,,2009
70-41,995.0,,2009
00917,1816.0,,2009
J-501,2173.0,,2009
1468-2,1334.0,,2009
077-6,895.0,,2009
58-G1,1075.0,,2009
099-3,2814.0,,2009
0U-4A,0.0,,2009
PH1702,3618.0,,2009
0067D,898.0,,2009
0PH13,3606.0,,2009
141-43,415.0,,2009
145-42,910.0,,2009
14F-8,806.0,,2009
56-14,835.0,,2009
36-12,550.0,,2009
B-68-3,625.0,,2009
0G-37,0.0,,2009
00166,2838.0,,2009
0026B,6992.0,,2009
0G-84,0.0,,2009
02A-6,802.0,,2009
00153,1649.0,,2009
053-6,600.0,,2009
0402B,575.0,,2009
11-3F,404.0,,2009
06-24,631.0,,2009
02-45,377.0,,2009
1762-7,635.0,,2009
00004,8292.0,,2009
0121F,898.0,,2009
00844,425.0,,2009
65-03,1102.0,,2009
B-14-4,780.0,,2009
386-3,1125.0,,2009
0019H,2450.0,,2009
077-4,581.0,,2009
28-20,449.0,,2009
238-14,893.0,,2009
957-3,1193.0,,2009
171-16,1298.0,,2009
116-7,1346.0,,2009
1722-5,761.0,,2009
134-2,1000.0,,2009
PS-190,0.0,,2009
4A-72,1717.0,,2009
1746-4,630.0,,2009
310-1,649.0,,2009
0PH1D,1597.0,,2009
13-2B,560.0,,2009
0PS-1,0.0,,2009
1999-7,940.0,,2009
0204W,3018.0,,2009
032-6,2492.0,,2009
1157-4,830.0,,2009
TH-09,1776.0,,2009
00P-4,1270.0,,2009
00071,14392.0,,2009
141-36,765.0,,2009
315-4,556.0,,2009
52-35,884.0,,2009
132-A,617.0,,2009
632 &,1872.0,,2009
00A-2,11317.0,,2009
B-16-6,625.0,,2009
246-4B,640.0,,2009
00531,2605.0,,2009
C1-101,1117.0,,2009
00564,760.0,,2009
01105,5329.0,,2009
1-202,338.0,,2009
08K-8,1147.0,,2009
185-5,697.0,,2009
0VI-9,1050.0,,2009
122-19,393.0,,2009
04E-6,1179.0,,2009
27612A,690.0,,2009
00519,12222.0,,2009
C-405,1778.0,,2009
032-4,2520.0,,2009
246 &,582.0,,2009
43-15,396.0,,2009
00190,265.0,,2009
1572-8,556.0,,2009
01004,12010.0,,2009
1637-3,404.0,,2009
00628,3840.0,,2009
W-19-2,575.0,,2009
1653-B,1195.0,,2009
290-22,685.0,,2009
0031C,6102.0,,2009
0N-12,0.0,,2009
J-301,2274.0,,2009
022-F,2655.0,,2009
00518,10737.0,,2009
0024E,4096.0,,2009
C2-103,697.0,,2009
0F610,1395.0,,2009
0PH1H,1574.0,,2009
200-7,0.0,,2009
000M2,0.0,,2009
184-2,1931.0,,2009
22-11,225.0,,2009
00808,7857.0,,2009
176-3,592.0,,2009
126-2,670.0,,2009
107-3 PS 3,1166.0,,2009
PS-94,0.0,,2009
140-34,684.0,,2009
04C-8,1147.0,,2009
00029,36698.0,,2009
075-A,671.0,,2009
195-2,1552.0,,2009
PH1603,3118.0,,2009
0L-11,0.0,,2009
0026H,2450.0,,2009
0059C,730.0,,2009
088-5,877.0,,2009
112-S,0.0,,2009
173-2,822.0,,2009
J-502,1503.0,,2009
00004,558.0,,2009
0006A,35650.0,,2009
099-5,1850.0,,2009
131-2,2533.0,,2009
00N25,0.0,,2009
00794,1211.0,,2009
140-26,488.0,,2009
161-4,1056.0,,2009
4-504,343.0,,2009
0G-94,0.0,,2009
515-A,0.0,,2009
01109,4146.0,,2009
038-A,749.0,,2009
00798,1216.0,,2009
65-12,1191.0,,2009
031-F,1638.0,,2009
00167,485.0,,2009
0110J,4118.0,,2009
W-29-4,775.0,,2009
00409,35059.0,,2009
317-7,700.0,,2009
PS-47,0.0,,2009
0023E,4104.0,,2009
0037E,4126.0,,2009
00002,2038.0,,2009
00847,633.0,,2009
122-4,575.0,,2009
001-F,3063.0,,2009
185-1,1338.0,,2009
322-3,1203.0,,2009
1661-2,1300.0,,2009
11O-6,742.0,,2009
W-33-2,575.0,,2009
0061C,730.0,,2009
00N-4,0.0,,2009
05B-8,833.0,,2009
246-3,470.0,,2009
0093A,1506.0,,2009
017-P,1120.0,,2009
129-4,1055.0,,2009
010-E,6269.0,,2009
0194A,1247.0,,2009
00214,20691.0,,2009
137-6,1185.0,,2009
352-16,858.0,,2009
0PH1A,1596.0,,2009
70-25,425.0,,2009
2-501,508.0,,2009
125-11,1075.0,,2009
364-27,350.0,,2009
11F-6,542.0,,2009
097-8,1169.0,,2009
099-6,1860.0,,2009
B-14-5,780.0,,2009
130-1,1250.0,,2009
1-301,528.0,,2009
065-A,1030.0,,2009
00725,3848.0,,2009
118-1,1574.0,,2009
061-1,760.0,,2009
01708,706.0,,2009
00526,2743.0,,2009
249-03,524.0,,2009
118-35,485.0,,2009
024-B,3785.0,,2009
008-6,2799.0,,2009
07 ES,2759.0,,2009
08H-8,1413.0,,2009
041-3,5468.0,,2009
198-12,456.0,,2009
82-#1,677.0,,2009
0G-48,0.0,,2009
2003-9,522.0,,2009
100-2,5523.0,,2009
33-44,889.0,,2009
483-64,350.0,,2009
089-2,1255.0,,2009
112-2,821.0,,2009
D-504,1059.0,,2009
012-1,8900.0,,2009
57-11,735.0,,2009
018-S,735.0,,2009
32-21,346.0,,2009
A-108,708.0,,2009
08-33,855.0,,2009
055-3,4260.0,,2009
74-54,595.0,,2009
00619,6685.0,,2009
068-3,1390.0,,2009
249-21,763.0,,2009
0PS-2,0.0,,2009
11R-6,802.0,,2009
09-89,1230.0,,2009
0068A,1598.0,,2009
0312A,0.0,,2009
142-1,1269.0,,2009
9-302,283.0,,2009
007-F,6226.0,,2009
W-44-4,775.0,,2009
027-7,800.0,,2009
034-F,3620.0,,2009
1949-4,365.0,,2009
051-8,1316.0,,2009
D-521,768.0,,2009
0000E,494.0,,2009
023-4,5136.0,,2009
D-214,853.0,,2009
01394,0.0,,2009
00193,1887.0,,2009
B-702,1505.0,,2009
PS-76,0.0,,2009
4-505,520.0,,2009
0G-28,0.0,,2009
022-6,2486.0,,2009
201-6,0.0,,2009
PS-161,0.0,,2009
C2-207,1093.0,,2009
131-31,302.0,,2009
036-G,1231.0,,2009
023-7,832.0,,2009
0A-27,830.0,,2009
06D-6,1205.0,,2009
00311,30492.0,,2009
0068B,1598.0,,2009
125-12,1769.0,,2009
145-36,615.0,,2009
6-204,334.0,,2009
027-T,675.0,,2009
28-05,428.0,,2009
66-11,504.0,,2009
00A-5,10310.0,,2009
352-5,858.0,,2009
324-1,400.0,,2009
01403,6937.0,,2009
7-20A,430.0,,2009
B-12-3,625.0,,2009
798-4,922.0,,2009
100-3,4479.0,,2009
66-46,609.0,,2009
178-6,610.0,,2009
66-44,573.0,,2009
H-201,1487.0,,2009
057-1,3699.0,,2009
011-A,12577.0,,2009
0126F,872.0,,2009
0120E,786.0,,2009
590-9,720.0,,2009
040-B,1640.0,,2009
315-11,700.0,,2009
00X-5,1380.0,,2009
1254-3,568.0,,2009
0PH2B,4270.0,,2009
D-403,1122.0,,2009
E-102,1481.0,,2009
360-11,745.0,,2009
W-20-4,775.0,,2009
046-6,1559.0,,2009
PS-217,0.0,,2009
B-74-4,780.0,,2009
045-1,2439.0,,2009
00910,706.0,,2009
0B-3A,935.0,,2009
00A-B,603.0,,2009
22-18,600.0,,2009
040-3,2512.0,,2009
000G1,2650.0,,2009
35-12A,1135.0,,2009
08J-6,802.0,,2009
0G-47,0.0,,2009
1568-B,1391.0,,2009
125-41,574.0,,2009
13-2C,624.0,,2009
008-P,2860.0,,2009
01013,2279.0,,2009
60-11,620.0,,2009
076-3,2333.0,,2009
W-38-5,575.0,,2009
30-1A,1433.0,,2009
65-19,1191.0,,2009
T-403,883.0,,2009
80A-1,1050.0,,2009
PS-216,0.0,,2009
210-4,1761.0,,2009
237-B,1286.0,,2009
70-17,910.0,,2009
000B5,2604.0,,2009
00707,829.0,,2009
PS-192,0.0,,2009
0B-59,1849.0,,2009
131-10,356.0,,2009
483-54,350.0,,2009
00802,21338.0,,2009
008-L,2837.0,,2009
0002J,2985.0,,2009
00075,795.0,,2009
0N-18,0.0,,2009
36-37,495.0,,2009
034-1,2641.0,,2009
4-103,418.0,,2009
8-140,1294.0,,2009
171-6,1243.0,,2009
012-T,675.0,,2009
0G-35,0.0,,2009
PM205,945.0,,2009
0305E,3175.0,,2009
0003D,26776.0,,2009
08-43,862.0,,2009
1669-5,336.0,,2009
12/13,1160.0,,2009
0F504,1066.0,,2009
364-18,322.0,,2009
0F412,1441.0,,2009
033-D,750.0,,2009
6-503,520.0,,2009
178-12,610.0,,2009
36-16,760.0,,2009
00339,1675.0,,2009
124-3,1058.0,,2009
018-T,675.0,,2009
5-304,348.0,,2009
140-2,3575.0,,2009
000LL,977.0,,2009
481-24,820.0,,2009
0207B,0.0,,2009
W-22-5,775.0,,2009
04 &5,1336.0,,2009
141-24,415.0,,2009
PS-231,0.0,,2009
15-68,1182.0,,2009
023-K,605.0,,2009
138-3,813.0,,2009
093-2,1392.0,,2009
0611A,1552.0,,2009
449-7,530.0,,2009
315-2,451.0,,2009
33-45,1351.0,,2009
1560-9,306.0,,2009
125-2,2868.0,,2009
00PH9,5041.0,,2009
0003L,7278.0,,2009
70-11,910.0,,2009
00627,1720.0,,2009
158-2,827.0,,2009
089-B,770.0,,2009
790-23,730.0,,2009
0R-3F,902.0,,2009
0R-1B,995.0,,2009
007-Q,330.0,,2009
319-1,660.0,,2009
084-8,877.0,,2009
0B-2E,850.0,,2009
007-M,3569.0,,2009
J-101,2061.0,,2009
14A03,1218.0,,2009
169-2,2316.0,,2009
364-5,322.0,,2009
479-41,780.0,,2009
352-17,274.0,,2009
360-7,504.0,,2009
005-1,16226.0,,2009
0039G,1215.0,,2009
024-7,1771.0,,2009
20G-8,589.0,,2009
249-42,749.0,,2009
00508,31177.0,,2009
0G-50,0.0,,2009
16J-8,871.0,,2009
033-8,390.0,,2009
0IV-3,1050.0,,2009
0PH-3,3882.0,,2009
00136,3368.0,,2009
1872-3,625.0,,2009
198-7,384.0,,2009
D-612,1043.0,,2009
0R-2A,723.0,,2009
008-K,2141.0,,2009
70-10,470.0,,2009
315-8,556.0,,2009
0N-10,0.0,,2009
A-003,1138.0,,2009
22-61,1535.0,,2009
483-62,690.0,,2009
418-2,445.0,,2009
009-H,6318.0,,2009
1734-6,769.0,,2009
028-8,739.0,,2009
B-72-1,625.0,,2009
14E-8,1119.0,,2009
483-16,600.0,,2009
00B-F,330.0,,2009
J-201,2284.0,,2009
02-23,619.0,,2009
57R-3,302.0,,2009
112-3,827.0,,2009
017-4,5892.0,,2009
0402W,1998.0,,2009
594-1,624.0,,2009
001-3,10241.0,,2009
145-2,1456.0,,2009
00N28,0.0,,2009
0C-24,0.0,,2009
21-2A,506.0,,2009
NR-3F,0.0,,2009
957-1,1091.0,,2009
62-55,648.0,,2009
38-10,507.0,,2009
097-4,1214.0,,2009
B-406,697.0,,2009
08B-6,536.0,,2009
034-2,3394.0,,2009
R-122,0.0,,2009
00209,43372.0,,2009
00207,57253.0,,2009
01801,2488.0,,2009
354-8,660.0,,2009
0B-4D,660.0,,2009
0126B,875.0,,2009
46-11,944.0,,2009
0PH01,2972.0,,2009
005-N,3189.0,,2009
B-40-5,625.0,,2009
04E-8,1119.0,,2009
481-33,730.0,,2009
319-7,526.0,,2009
178-3,1710.0,,2009
223-1,1352.0,,2009
00720,5257.0,,2009
050-1,3932.0,,2009
022-N,770.0,,2009
12-AB,1050.0,,2009
1945-7,370.0,,2009
31-23,553.0,,2009
132-5,0.0,,2009
1746-7,625.0,,2009
38-14,507.0,,2009
23F-8,806.0,,2009
1161-5,826.0,,2009
0C-80,0.0,,2009
