zipcode,total_living_area,neighborhood,Year
D-616,1109.0,,2009
364-19,504.0,,2009
0405E,3175.0,,2009
PM102,873.0,,2009
178-2,1516.0,,2009
154-3,1055.0,,2009
0A-49,0.0,,2009
08B/C,2842.0,,2009
C-103,3307.0,,2009
239-21,690.0,,2009
00624,1710.0,,2009
007-D,4963.0,,2009
182-4,828.0,,2009
00437,1754.0,,2009
0005F,10955.0,,2009
0002H,4280.0,,2009
012-F,9232.0,,2009
0G-68,0.0,,2009
VII-7,1050.0,,2009
800-14,660.0,,2009
00107,38098.0,,2009
007-C,7144.0,,2009
8A BLC,730.0,,2009
040-D,748.0,,2009
09-11,1061.0,,2009
05-16,670.0,,2009
204-B,4638.0,,2009
0G-31,0.0,,2009
0045C,1004.0,,2009
04-41,626.0,,2009
027-D,1928.0,,2009
28-01,340.0,,2009
1758-7,638.0,,2009
W-26-4,770.0,,2009
239-23,690.0,,2009
D-101,3119.0,,2009
185-12,461.0,,2009
0C-19,0.0,,2009
0G-59,0.0,,2009
09005,1076.0,,2009
W-15-6,775.0,,2009
112S-6,0.0,,2009
00028,562.0,,2009
210-1B,2955.0,,2009
105S-6,0.0,,2009
364-23,520.0,,2009
C-107,1740.0,,2009
483-63,335.0,,2009
00601,54850.0,,2009
316-1,515.0,,2009
21-2B,335.0,,2009
013-B,1731.0,,2009
0402E,1750.0,,2009
080-5,1137.0,,2009
0B-55,1849.0,,2009
223-2,626.0,,2009
2-303,1016.0,,2009
W-17-1,775.0,,2009
00F10,0.0,,2009
018-J,590.0,,2009
1560-5,306.0,,2009
319-4,523.0,,2009
040-G,1209.0,,2009
010-M,3559.0,,2009
32-19,533.0,,2009
A-110,785.0,,2009
12-43,712.0,,2009
028-7,739.0,,2009
A-209,718.0,,2009
005-I,1389.0,,2009
00150,1330.0,,2009
005-O,1656.0,,2009
384-2,928.0,,2009
0G-23,0.0,,2009
0003A,0.0,,2009
00406,53287.0,,2009
0B-1B,912.0,,2009
00042,562.0,,2009
024-G,1565.0,,2009
28-07,342.0,,2009
185-11,345.0,,2009
010-6,3851.0,,2009
02-13,473.0,,2009
024-F,3273.0,,2009
00225,8143.0,,2009
7-153,1266.0,,2009
0R-3E,642.0,,2009
00542,0.0,,2009
141-6,1192.0,,2009
1263-7,1000.0,,2009
003-Q,330.0,,2009
615-A,0.0,,2009
106-3,1356.0,,2009
244-3A,526.0,,2009
089-8,465.0,,2009
0B101,737.0,,2009
00M-5,2623.0,,2009
008-J,2984.0,,2009
013-D,1074.0,,2009
89-15,550.0,,2009
09J-6,802.0,,2009
69-23,320.0,,2009
001-5,3302.0,,2009
00607,829.0,,2009
308-1,1578.0,,2009
165-2,1985.0,,2009
0037D,2342.0,,2009
276-41,690.0,,2009
044-6,828.0,,2009
012-8,1266.0,,2009
00086,651.0,,2009
0F107,1028.0,,2009
265-J,1521.0,,2009
1657-3,1400.0,,2009
018-5,3266.0,,2009
04H-6,802.0,,2009
198-10,364.0,,2009
280-21,690.0,,2009
242-11,581.0,,2009
01300,2315.0,,2009
439-32,343.0,,2009
273-1,792.0,,2009
006-P,2535.0,,2009
483-42,690.0,,2009
012-9,1278.0,,2009
064-4,955.0,,2009
023-P,1120.0,,2009
265-D,1514.0,,2009
060-9,785.0,,2009
PS-214,0.0,,2009
00134,3215.0,,2009
B-14-6,780.0,,2009
1874-3,500.0,,2009
378-7,1125.0,,2009
0G-49,0.0,,2009
33-33,744.0,,2009
10/11,2094.0,,2009
013-4,1123.0,,2009
192-3,641.0,,2009
2 NCOR,1523.0,,2009
00240,2112.0,,2009
50-12,625.0,,2009
247-46,309.0,,2009
225-2,2001.0,,2009
360-B2,395.0,,2009
107-N,0.0,,2009
2-402,338.0,,2009
040-F,1634.0,,2009
00706,22298.0,,2009
95-11,590.0,,2009
01309,2035.0,,2009
088-1,1638.0,,2009
0VI-4,1050.0,,2009
00826,582.0,,2009
0004W,1674.0,,2009
05-32,1028.0,,2009
02E-6,1179.0,,2009
208-5,802.0,,2009
07A &,730.0,,2009
08L-6,542.0,,2009
B-38-2,780.0,,2009
0072D,746.0,,2009
COMM 3,0.0,,2009
0F-17,0.0,,2009
145-44,610.0,,2009
VII-11,1380.0,,2009
04K-6,542.0,,2009
0025C,6116.0,,2009
0C-1C,0.0,,2009
026-L,605.0,,2009
01803,1840.0,,2009
1637-1,628.0,,2009
56-10,1035.0,,2009
32-01,613.0,,2009
B-12-2,625.0,,2009
156 &,2640.0,,2009
025-P,1535.0,,2009
0B-5A,1450.0,,2009
211-44,730.0,,2009
238-11,582.0,,2009
0001G,4844.0,,2009
015-F,8224.0,,2009
59R-3,360.0,,2009
483-32,690.0,,2009
189-6,520.0,,2009
W-25-3,775.0,,2009
402-4,750.0,,2009
354-20,660.0,,2009
23A-8,833.0,,2009
0001D,17151.0,,2009
PS-135,0.0,,2009
145-22,910.0,,2009
198-5,378.0,,2009
03L-6,542.0,,2009
70-4A,435.0,,2009
131-6,543.0,,2009
078-3,3317.0,,2009
1254-1,868.0,,2009
36-1B,710.0,,2009
03F-6,542.0,,2009
200-6,0.0,,2009
B-12-1,625.0,,2009
PH224,2088.0,,2009
08-17,1785.0,,2009
01015,4033.0,,2009
29-206,785.0,,2009
0037G,1164.0,,2009
0157B,980.0,,2009
032-E,862.0,,2009
D-401,3020.0,,2009
27T-5,756.0,,2009
0R-4C,1028.0,,2009
0124C,850.0,,2009
020-F,2402.0,,2009
1568-8,556.0,,2009
1416-1418,3511.0,,2009
239-11,690.0,,2009
15E-8,1119.0,,2009
00053,34339.0,,2009
1564-6,556.0,,2009
153-7,740.0,,2009
I-302,1560.0,,2009
125 &,0.0,,2009
010-5,6230.0,,2009
0IX-2,1050.0,,2009
0008C,9055.0,,2009
311-9,306.0,,2009
00609,1053.0,,2009
1177-4,1213.0,,2009
PS-23,0.0,,2009
1263-5,1000.0,,2009
00527,1410.0,,2009
01103,12354.0,,2009
W-33-3,575.0,,2009
00517,11872.0,,2009
464-C,652.0,,2009
422-2,439.0,,2009
245-B,1659.0,,2009
800-23,730.0,,2009
23-108,1289.0,,2009
W-29-1,775.0,,2009
241-H,1473.0,,2009
336-9,580.0,,2009
131-5,302.0,,2009
09L-6,542.0,,2009
68-10,400.0,,2009
352-22,274.0,,2009
26-15,485.0,,2009
1726-2,728.0,,2009
89-11,660.0,,2009
02H-6,802.0,,2009
165-3,2095.0,,2009
26-14,740.0,,2009
"108,110",0.0,,2009
0NM35,647.0,,2009
0F602,1438.0,,2009
00508,706.0,,2009
210-3,1397.0,,2009
242 &,960.0,,2009
A-601,3681.0,,2009
142-6,684.0,,2009
04-29,1290.0,,2009
035-7,2097.0,,2009
35-23,555.0,,2009
00511,22476.0,,2009
232-2D,2680.0,,2009
145-3,1261.0,,2009
110-8,675.0,,2009
70-33,595.0,,2009
245-1,770.0,,2009
0035E,4133.0,,2009
245-14,505.0,,2009
0007E,9595.0,,2009
386-4,1125.0,,2009
B-22-2,780.0,,2009
E-104,1256.0,,2009
PH1801,3650.0,,2009
249-6,850.0,,2009
818-2R,842.0,,2009
0NM33,973.0,,2009
026-3,7415.0,,2009
12J-8,871.0,,2009
B-12-5,625.0,,2009
957-2,1150.0,,2009
A-604,962.0,,2009
0014C,4359.0,,2009
0066C,730.0,,2009
0B-51,2292.0,,2009
800-31,780.0,,2009
238-12,1517.0,,2009
17-P-R,1578.0,,2009
J-701,2211.0,,2009
074-2,1550.0,,2009
019-D,2041.0,,2009
103-3,1498.0,,2009
012-O,1656.0,,2009
080-8,1174.0,,2009
0G-21,0.0,,2009
3-222,1795.0,,2009
141-37,690.0,,2009
00723,4039.0,,2009
B-802,1907.0,,2009
6-302,528.0,,2009
178-17,810.0,,2009
00156,5390.0,,2009
1758-6,638.0,,2009
592-12,720.0,,2009
21-3F,404.0,,2009
0A-48,0.0,,2009
176-1,1933.0,,2009
00015,143714.0,,2009
PS-166,0.0,,2009
0A-62,1804.0,,2009
010-B,8840.0,,2009
W-22-3,775.0,,2009
A-001,1258.0,,2009
01017,2241.0,,2009
798-1,838.0,,2009
0124D,822.0,,2009
21-5C,578.0,,2009
0B-2C,825.0,,2009
315-1,618.0,,2009
120-5,1290.0,,2009
11F-8,806.0,,2009
28-02,638.0,,2009
218-4,1839.0,,2009
032-A,1090.0,,2009
319-2,593.0,,2009
00021,130336.0,,2009
0G-97,0.0,,2009
989-3,1193.0,,2009
21H-8,1413.0,,2009
196-1,935.0,,2009
959-5,1050.0,,2009
0G-39,0.0,,2009
00W-5,1900.0,,2009
11-33,645.0,,2009
141-42,680.0,,2009
216-3,338.0,,2009
B-76-3,780.0,,2009
955-4,1401.0,,2009
280-31,690.0,,2009
D-309,1870.0,,2009
00133,1930.0,,2009
00911,3897.0,,2009
43-17,446.0,,2009
00I-7,1380.0,,2009
32-17,390.0,,2009
1880-1,460.0,,2009
017-B,7137.0,,2009
1870-4,620.0,,2009
00025,88882.0,,2009
336-6,590.0,,2009
317-10,556.0,,2009
24-A3,565.0,,2009
131-20,328.0,,2009
1-501,498.0,,2009
004-2,14245.0,,2009
09K-6,542.0,,2009
W-23-6,575.0,,2009
000P4,0.0,,2009
013-E,1731.0,,2009
00370,976.0,,2009
0N-19,0.0,,2009
00P-1,1396.0,,2009
047-9,600.0,,2009
58-17,585.0,,2009
3-491,893.0,,2009
483-36,475.0,,2009
0100F,730.0,,2009
PS-203,0.0,,2009
236-4,840.0,,2009
0026C,5395.0,,2009
125-7,960.0,,2009
00646,1000.0,,2009
00037,355.0,,2009
TH-05,1715.0,,2009
068-6,400.0,,2009
C1-209,1179.0,,2009
1871-1,758.0,,2009
C2-402,1046.0,,2009
054-5,1185.0,,2009
0017H,2901.0,,2009
1718-2,730.0,,2009
00703,31964.0,,2009
00097,1793.0,,2009
207-1,821.0,,2009
NR-3I,0.0,,2009
0R-3A,805.0,,2009
70-24,595.0,,2009
00401,1054.0,,2009
00U-8,0.0,,2009
0009B,9716.0,,2009
0079A,642.0,,2009
386-7,1125.0,,2009
16-11,561.0,,2009
093-A,755.0,,2009
T-405,704.0,,2009
W-24-2,575.0,,2009
06R-6,802.0,,2009
27-1C,431.0,,2009
1161-4,936.0,,2009
0F309,802.0,,2009
069-8,1990.0,,2009
B-46-6,780.0,,2009
24-15,839.0,,2009
D-606,1079.0,,2009
009-B,7338.0,,2009
210-2D,2387.0,,2009
0611B,1554.0,,2009
28-15,574.0,,2009
W-28-1,575.0,,2009
00006,5178.0,,2009
0006R,521.0,,2009
0002V,667.0,,2009
00090,3309.0,,2009
1718-5,766.0,,2009
0C-99,0.0,,2009
026-T,675.0,,2009
00845,614.0,,2009
1633-5,338.0,,2009
1-401,502.0,,2009
25-306,799.0,,2009
1576-8,333.0,,2009
COMM 1,0.0,,2009
015-U,740.0,,2009
019-P,1120.0,,2009
157-3,1058.0,,2009
B-10-3,780.0,,2009
177-1,825.0,,2009
005-7,4701.0,,2009
09K-8,1147.0,,2009
00S-1,0.0,,2009
069-A,638.0,,2009
21-3A,860.0,,2009
00L03,732.0,,2009
30-3A,400.0,,2009
C2-301,1117.0,,2009
198-1,1391.0,,2009
238-8,610.0,,2009
027-F,2406.0,,2009
088-6,706.0,,2009
1949-7,625.0,,2009
092-2,823.0,,2009
060-3,2278.0,,2009
17J-6,802.0,,2009
0075A,686.0,,2009
01220,2084.0,,2009
0IX-5,1380.0,,2009
384-5,1125.0,,2009
019-R,1870.0,,2009
PS-139,0.0,,2009
4-403,476.0,,2009
00009,558.0,,2009
0C-17,0.0,,2009
204-2,1057.0,,2009
018-N,770.0,,2009
C-121,0.0,,2009
1657-6,1400.0,,2009
00O-4,0.0,,2009
000D4,1377.0,,2009
0B-3D,672.0,,2009
0N-62,0.0,,2009
0002Q,856.0,,2009
249-31,763.0,,2009
00G-B,2508.0,,2009
19G-8,589.0,,2009
L-10A,0.0,,2009
067-6,1261.0,,2009
0006F,8606.0,,2009
064-1,1641.0,,2009
022-J,590.0,,2009
0IV-4,1050.0,,2009
211-3,1548.0,,2009
02-42,538.0,,2009
4A-27,1394.0,,2009
A-401,3657.0,,2009
014-4,6204.0,,2009
C1-306,1045.0,,2009
131-18,575.0,,2009
05F-8,806.0,,2009
62-35,648.0,,2009
790-5,440.0,,2009
174-1,1598.0,,2009
110-2,1350.0,,2009
800-38,740.0,,2009
015-S,735.0,,2009
43-10,367.0,,2009
15N-6,1205.0,,2009
145-23,620.0,,2009
00448,430.0,,2009
00185,3863.0,,2009
00287,1622.0,,2009
0026G,2231.0,,2009
360-2,1530.0,,2009
21-2C,619.0,,2009
820-2,1385.0,,2009
00I-6,1050.0,,2009
00441,1599.0,,2009
00522,8248.0,,2009
030-B,2291.0,,2009
021-H,1480.0,,2009
00603,719.0,,2009
073-3,1797.0,,2009
D-514,867.0,,2009
01502,4405.0,,2009
360-17,936.0,,2009
225-33,730.0,,2009
206-3C,3622.0,,2009
437-21,516.0,,2009
0039E,864.0,,2009
0120C,814.0,,2009
0025H,2450.0,,2009
12-13,738.0,,2009
74-46,980.0,,2009
790-10,780.0,,2009
0000A,695.0,,2009
231-2,1208.0,,2009
0R-5C,1164.0,,2009
66-36,609.0,,2009
567-2,969.0,,2009
00PKG,0.0,,2009
27-1D,374.0,,2009
00158,3573.0,,2009
B-30-3,625.0,,2009
905-1,555.0,,2009
0120F,868.0,,2009
W-21-5,770.0,,2009
12-41,625.0,,2009
192-2,1603.0,,2009
7 WCOR,894.0,,2009
11-20A,760.0,,2009
C2-109,1101.0,,2009
T-301,872.0,,2009
051-5,1944.0,,2009
00424,8172.0,,2009
LOT B,0.0,,2009
05-18,510.0,,2009
1-224,1696.0,,2009
265-A,1547.0,,2009
23C-8,1147.0,,2009
00131,1937.0,,2009
01415,1951.0,,2009
354-1,660.0,,2009
01204,13354.0,,2009
210-3C,3562.0,,2009
0161B,927.0,,2009
0028C,5440.0,,2009
1-502,348.0,,2009
D-421,767.0,,2009
006-K,2141.0,,2009
111-6,740.0,,2009
36-32,550.0,,2009
038-8,559.0,,2009
056-8,1060.0,,2009
245-42,690.0,,2009
0076B,1155.0,,2009
00065,14206.0,,2009
15-34,660.0,,2009
0058C,730.0,,2009
1657-5,1400.0,,2009
0F313,916.0,,2009
0G-58,0.0,,2009
106-5,640.0,,2009
17M-6,1182.0,,2009
12O-6,742.0,,2009
12-44,692.0,,2009
D-115,1388.0,,2009
7-304,652.0,,2009
T-306,708.0,,2009
0F609,1376.0,,2009
0TH-1,4023.0,,2009
62-54,632.0,,2009
W-44-3,775.0,,2009
0A-10,2626.0,,2009
000PA,0.0,,2009
352-20,580.0,,2009
0210F,802.0,,2009
03H-6,802.0,,2009
1949-6,630.0,,2009
219-3,2450.0,,2009
B-801,2990.0,,2009
336-8,610.0,,2009
05-14,530.0,,2009
005-4,9894.0,,2009
481 &,730.0,,2009
121-10,620.0,,2009
194-2,2530.0,,2009
364-21,350.0,,2009
0017B,11109.0,,2009
2COMM.,0.0,,2009
038-3,2452.0,,2009
104F-1,0.0,,2009
00N32,0.0,,2009
044-4,1384.0,,2009
309-15,700.0,,2009
03B-6,536.0,,2009
48-46,652.0,,2009
047-7,1692.0,,2009
14C-6,742.0,,2009
1754-3,638.0,,2009
013-3,770.0,,2009
058-5,2185.0,,2009
04P-6,542.0,,2009
72-6B,890.0,,2009
00327,7358.0,,2009
019-E,2317.0,,2009
009-6,2484.0,,2009
037-H,880.0,,2009
PS-179,0.0,,2009
0032A,5927.0,,2009
00555,620.0,,2009
026-G,1790.0,,2009
1746-9,765.0,,2009
096-2,3643.0,,2009
0038A,752.0,,2009
1560-1,618.0,,2009
483-66,475.0,,2009
010-T,675.0,,2009
131-4,500.0,,2009
200-4,0.0,,2009
5-220,1962.0,,2009
0126E,843.0,,2009
00588,1231.0,,2009
24512A,690.0,,2009
075-2,573.0,,2009
05J-6,802.0,,2009
0005B,48306.0,,2009
012-5,2294.0,,2009
048-4,430.0,,2009
0126D,822.0,,2009
00523,7013.0,,2009
11-93,1366.0,,2009
000JJ,0.0,,2009
040-4,2567.0,,2009
026-P,1120.0,,2009
11-14,1507.0,,2009
131-8,612.0,,2009
00036,41610.0,,2009
31-18,331.0,,2009
PH201,2049.0,,2009
0G-22,0.0,,2009
B-28-3,780.0,,2009
0036A,3712.0,,2009
360-10,936.0,,2009
0020B,8336.0,,2009
00130,4163.0,,2009
00G-8,684.0,,2009
0003E,22049.0,,2009
125-23,574.0,,2009
00049,21221.0,,2009
594-11,720.0,,2009
014-C,7733.0,,2009
W-17-3,775.0,,2009
024-E,3011.0,,2009
00851,0.0,,2009
0004T,1263.0,,2009
W-21-6,770.0,,2009
W-17-2,775.0,,2009
311-3,700.0,,2009
1258-9,356.0,,2009
00226,5095.0,,2009
0010H,881.0,,2009
00912,1753.0,,2009
596-2,624.0,,2009
008-3,4360.0,,2009
PS-175,0.0,,2009
00707,22723.0,,2009
00812,4674.0,,2009
B-48-2,780.0,,2009
D-120,992.0,,2009
099-7,1759.0,,2009
0036B,4219.0,,2009
0G-43,0.0,,2009
01209,3962.0,,2009
00635,2043.0,,2009
059-7,1268.0,,2009
0040A,755.0,,2009
22-62,1535.0,,2009
364-11,322.0,,2009
66-35,564.0,,2009
17K-6,542.0,,2009
D-107,2696.0,,2009
153-4,1559.0,,2009
62-26,707.0,,2009
4C-27,1321.0,,2009
060-5,2448.0,,2009
1868-1,640.0,,2009
026-U,740.0,,2009
020-K,605.0,,2009
56-13,590.0,,2009
0PH-1,5961.0,,2009
034-3,1488.0,,2009
1742-B,675.0,,2009
0492B,2372.0,,2009
PS-41,0.0,,2009
244-1C,705.0,,2009
0128A,792.0,,2009
00070,8570.0,,2009
01401,9344.0,,2009
144-22,646.0,,2009
0006W,2000.0,,2009
"109,111",0.0,,2009
0A-84,1804.0,,2009
425-3,900.0,,2009
308-3,364.0,,2009
22D-8,871.0,,2009
223-3,1343.0,,2009
0R-3B,1039.0,,2009
C2-404,1210.0,,2009
247-23,322.0,,2009
199-6,728.0,,2009
5-101,505.0,,2009
104-8,904.0,,2009
1625-5,544.0,,2009
0033A,3803.0,,2009
00GO1,0.0,,2009
016-D,7299.0,,2009
592-9,624.0,,2009
961-1,952.0,,2009
00326,4271.0,,2009
PS-191,0.0,,2009
0009G,5085.0,,2009
01405,3725.0,,2009
111-S,0.0,,2009
08012,1632.0,,2009
51C-1,825.0,,2009
15-12A,1215.0,,2009
OFF UN,0.0,,2009
023-B,2303.0,,2009
01709,1053.0,,2009
4-493,1008.0,,2009
3-103,461.0,,2009
8-304,533.0,,2009
00023,281.0,,2009
0R-4D,970.0,,2009
037-5,1850.0,,2009
36-31,890.0,,2009
5-204,346.0,,2009
70-4B,335.0,,2009
12-22,624.0,,2009
144-15,684.0,,2009
C2-405,994.0,,2009
140-28,646.0,,2009
004-I,2304.0,,2009
0016B,6538.0,,2009
036-D,749.0,,2009
15J-8,871.0,,2009
0006L,577.0,,2009
2-202,338.0,,2009
21D-8,871.0,,2009
074-4,491.0,,2009
96-1A,1034.0,,2009
023-3,5808.0,,2009
0076D,726.0,,2009
0F203,1152.0,,2009
031-4,3432.0,,2009
000B7,951.0,,2009
06F-6,542.0,,2009
004-K,1536.0,,2009
PS-204,0.0,,2009
016-E,7401.0,,2009
237-A,1224.0,,2009
00910,3412.0,,2009
800-39,740.0,,2009
246-1,782.0,,2009
1875-5,2041.0,,2009
02R-6,802.0,,2009
00C-2,9717.0,,2009
00503,719.0,,2009
233-2,1089.0,,2009
009-S,735.0,,2009
030-4,3959.0,,2009
790-13,730.0,,2009
COMM.,0.0,,2009
265-K,1514.0,,2009
185-4,1552.0,,2009
483-21,765.0,,2009
23K-8,1147.0,,2009
120-A,1636.0,,2009
0O-14,0.0,,2009
1999-4,565.0,,2009
06L-6,542.0,,2009
0203E,1674.0,,2009
B-403,2496.0,,2009
T-402,872.0,,2009
0B-17,764.0,,2009
62-22,838.0,,2009
002/3,1603.0,,2009
0613B,1540.0,,2009
481-23,730.0,,2009
987-3,729.0,,2009
360-B3,410.0,,2009
1165-7,1750.0,,2009
1564-1,451.0,,2009
PS-206,0.0,,2009
132-B,711.0,,2009
1254-7,802.0,,2009
04D-6,1205.0,,2009
24-121,1535.0,,2009
PS-205,0.0,,2009
00908,5833.0,,2009
101-S,0.0,,2009
23-105,1351.0,,2009
74-14,595.0,,2009
006-4,10933.0,,2009
375-3,765.0,,2009
15B-8,833.0,,2009
W-32-2,775.0,,2009
002-C,16974.0,,2009
0488A,1560.0,,2009
1673-9,520.0,,2009
PS-152,0.0,,2009
70-10A,435.0,,2009
479-42,710.0,,2009
203-5A,0.0,,2009
0028F,2512.0,,2009
6-403,517.0,,2009
249-3,860.0,,2009
B-10-2,780.0,,2009
045-3,1320.0,,2009
091-2,430.0,,2009
0G-62,0.0,,2009
29-303,727.0,,2009
4B-27,1360.0,,2009
00169,580.0,,2009
378-3,1125.0,,2009
1730-2,722.0,,2009
247-26,309.0,,2009
00505,1013.0,,2009
614-616,2603.0,,2009
G-100,0.0,,2009
A-306,613.0,,2009
09-92,1230.0,,2009
00G-6,1424.0,,2009
TH-01,1411.0,,2009
0F513,916.0,,2009
0025B,7645.0,,2009
26-18,470.0,,2009
PS-215,0.0,,2009
071-7,840.0,,2009
32-09,356.0,,2009
B-74-1,780.0,,2009
354-16,555.0,,2009
1875-7,2041.0,,2009
0A1-4,470.0,,2009
UN-1A,970.0,,2009
0004J,1750.0,,2009
00730,1885.0,,2009
324-12,570.0,,2009
00044,355.0,,2009
031-D,746.0,,2009
00815,3349.0,,2009
PS-56,0.0,,2009
025-T,675.0,,2009
0059A,1130.0,,2009
334-3,1420.0,,2009
059-3,4294.0,,2009
9-404,658.0,,2009
012-D,6844.0,,2009
002-F,10730.0,,2009
00301,107893.0,,2009
338-1,1340.0,,2009
0G-96,0.0,,2009
011-C,9282.0,,2009
38-11,568.0,,2009
1251-6,968.0,,2009
70-6A,390.0,,2009
0005M,1388.0,,2009
1870-8,580.0,,2009
72-4B,675.0,,2009
236-2,925.0,,2009
70-2B,790.0,,2009
00161,2667.0,,2009
061-5,1177.0,,2009
PS-66,0.0,,2009
16F-6,542.0,,2009
483-73,335.0,,2009
17D-8,871.0,,2009
606-1,570.0,,2009
34-3A,465.0,,2009
00235,1309.0,,2009
NR-1C,0.0,,2009
104-E,0.0,,2009
144-23,488.0,,2009
195-6,728.0,,2009
00559,450.0,,2009
0G-64,0.0,,2009
114-9,557.0,,2009
7-152,1445.0,,2009
2 & 3,1602.0,,2009
225-3,2356.0,,2009
05-11,1551.0,,2009
1259-2,921.0,,2009
045-A,505.0,,2009
1683-3,650.0,,2009
4-302,518.0,,2009
W-15-3,775.0,,2009
0003P,879.0,,2009
016-N,3396.0,,2009
276-11,690.0,,2009
790-31,780.0,,2009
317-12,700.0,,2009
W-17-5,775.0,,2009
72-10A,450.0,,2009
155-2,600.0,,2009
E-202,1488.0,,2009
00413,17783.0,,2009
606-S,0.0,,2009
00191,470.0,,2009
116-4 PS35,828.0,,2009
00N36,0.0,,2009
185-8,483.0,,2009
B-10-4,780.0,,2009
B-64-4,780.0,,2009
592-6,624.0,,2009
000P3,0.0,,2009
003-T,591.0,,2009
0F401,866.0,,2009
0R-1G,1012.0,,2009
107S-6,0.0,,2009
09014,973.0,,2009
4-305,493.0,,2009
014-G,3067.0,,2009
065-3,5573.0,,2009
52-46,665.0,,2009
C2-305,963.0,,2009
055-7,667.0,,2009
PH1701,3787.0,,2009
0NM45,1317.0,,2009
276-12,690.0,,2009
000B9,1013.0,,2009
17E-8,1119.0,,2009
309-7,306.0,,2009
198-9,380.0,,2009
01470,1043.0,,2009
0302E,2453.0,,2009
200-C,510.0,,2009
09011,1266.0,,2009
057-4,1530.0,,2009
17R-6,802.0,,2009
0A-19,0.0,,2009
0018H,2452.0,,2009
00181,3898.0,,2009
029-4,2586.0,,2009
22H-8,1413.0,,2009
042-4,2438.0,,2009
A-211,642.0,,2009
066-2,2844.0,,2009
0C-81,0.0,,2009
142-36,684.0,,2009
36-27,495.0,,2009
0000A,1146.0,,2009
74-41,995.0,,2009
204-3,1059.0,,2009
0008A,14104.0,,2009
150-2,1049.0,,2009
02P-6,542.0,,2009
0095A,2108.0,,2009
290-44,685.0,,2009
800-1,774.0,,2009
24-12A,1891.0,,2009
106-2,1344.0,,2009
24-08,1189.0,,2009
0003F,23205.0,,2009
189-14,395.0,,2009
027-S,735.0,,2009
06D-8,871.0,,2009
PS-170,0.0,,2009
PS-218,0.0,,2009
011OG,580.0,,2009
0069D,898.0,,2009
364-20,504.0,,2009
15-30,485.0,,2009
0PH32,1643.0,,2009
1 PS6,712.0,,2009
018-H,1483.0,,2009
4 REAR,730.0,,2009
36-45,890.0,,2009
00012,229990.0,,2009
09-91,1230.0,,2009
00L02,825.0,,2009
246-3A,762.0,,2009
25-2F,404.0,,2009
110-7,685.0,,2009
39-16,547.0,,2009
1742-3,760.0,,2009
019-L,605.0,,2009
0039H,878.0,,2009
1758-4,638.0,,2009
16M-6,1182.0,,2009
352-10,858.0,,2009
022-4,4942.0,,2009
00234,1411.0,,2009
0A-78,1804.0,,2009
B-18-1,780.0,,2009
0488B,1560.0,,2009
008-I,574.0,,2009
08G-6,536.0,,2009
14H-8,1413.0,,2009
00P-2,1348.0,,2009
B-303,2202.0,,2009
00417,14901.0,,2009
00621,4090.0,,2009
W-23-3,575.0,,2009
012-P,2434.0,,2009
000CU,0.0,,2009
016-J,2396.0,,2009
0B-41,1849.0,,2009
360-26,504.0,,2009
0067A,642.0,,2009
62-52,838.0,,2009
0025F,2799.0,,2009
1259-3,968.0,,2009
0204E,2910.0,,2009
5-103,451.0,,2009
105-B,538.0,,2009
TH-07,2293.0,,2009
B-605,744.0,,2009
24-119,1483.0,,2009
1633-9,407.0,,2009
00135,4877.0,,2009
0C-23,885.0,,2009
078-4,2788.0,,2009
11J-6,802.0,,2009
153-6,760.0,,2009
100-4,4306.0,,2009
117 &,0.0,,2009
0011G,4837.0,,2009
110S-6,0.0,,2009
1661-3,1400.0,,2009
C2-205,963.0,,2009
00039,23624.0,,2009
0003G,10824.0,,2009
B-72-2,625.0,,2009
PS-30,0.0,,2009
59R-2,360.0,,2009
0201E,3108.0,,2009
0R-4A,862.0,,2009
C-603,1906.0,,2009
206-2B,2695.0,,2009
008-E,7302.0,,2009
0PH1E,3250.0,,2009
05P-6,542.0,,2009
177-2,823.0,,2009
225-31,730.0,,2009
594-12,720.0,,2009
152 &,2697.0,,2009
247-34,391.0,,2009
0F-45,0.0,,2009
PS-210,0.0,,2009
F-304,1318.0,,2009
007-A,10253.0,,2009
354-21,590.0,,2009
014-B,7898.0,,2009
24-17,886.0,,2009
1673-6,422.0,,2009
0F-11,552.0,,2009
58-19,590.0,,2009
11-35,340.0,,2009
118-27,503.0,,2009
50-11,620.0,,2009
C-105,1778.0,,2009
05-10,1216.0,,2009
790-0,774.0,,2009
214-3,1764.0,,2009
1576-3,333.0,,2009
10-10B,783.0,,2009
145-26,615.0,,2009
0F503,1152.0,,2009
33-55,1275.0,,2009
0040H,885.0,,2009
1637-9,407.0,,2009
02-32,535.0,,2009
65-11,1122.0,,2009
061-4,1177.0,,2009
W-31-6,775.0,,2009
00179,520.0,,2009
105-2,877.0,,2009
00503,64871.0,,2009
245-12,690.0,,2009
12E-8,1119.0,,2009
08M-6,1182.0,,2009
118-31,564.0,,2009
0035H,2457.0,,2009
W-38-1,575.0,,2009
315-17,351.0,,2009
29-12,684.0,,2009
00071,425.0,,2009
21F-8,806.0,,2009
054-9,565.0,,2009
62-51,819.0,,2009
015-R,3422.0,,2009
360-12,899.0,,2009
0F-27,0.0,,2009
13-103,1060.0,,2009
00048,25770.0,,2009
00078,425.0,,2009
214-B,4617.0,,2009
483-75,605.0,,2009
249-24,560.0,,2009
