zipcode,total_living_area,neighborhood
PH 1C,1504.0,
211-2B,799.0,
63-12A,305.0,
01108,1740.0,
001-1,12247.0,
334-4,990.0,
029-E,858.0,
00023,103000.0,
106-6,720.0,
0206W,1908.0,
021-8,485.0,
24A-8,833.0,
003FL,529.0,
M3/AZ,0.0,
06B-8,833.0,
10-150,1040.0,
014-F,8774.0,
0NR-2,0.0,
364-4,520.0,
00640,2628.0,
W-46-1,775.0,
155-8,790.0,
0301E,2353.0,
0032E,5064.0,
137-24,600.0,
01808,706.0,
00300,6302.0,
1738-2,760.0,
00003,1737.0,
017-O,2288.0,
1A-7O,2176.0,
C-125,0.0,
00625,3066.0,
52-34,407.0,
05A-6,802.0,
D-517,1160.0,
028-E,863.0,
B-202,3549.0,
048-6,560.0,
W-25-5,775.0,
0010A,15913.0,
360-9,930.0,
125-19,361.0,
021-1,6264.0,
0G-63,0.0,
0PH05,4791.0,
014-3,12325.0,
00085,4129.0,
091-G,500.0,
313-7,700.0,
0086E,746.0,
06-25,377.0,
004-1,12836.0,
01606,701.0,
B-64-1,780.0,
0037F,3815.0,
00506,701.0,
TH-11,1746.0,
00103,68670.0,
201-C,1160.0,
0D-11,552.0,
218-1,2636.0,
218-3,1763.0,
384-8,1125.0,
324-14,485.0,
26-17,242.0,
483-83,315.0,
PM201,1257.0,
338-5,645.0,
00118,10167.0,
135-3,1099.0,
5-405,525.0,
360-14,914.0,
145-32,910.0,
021-J,590.0,
20J-8,871.0,
145-33,620.0,
06A-6,802.0,
0B-57,1849.0,
12C-8,1147.0,
131-41,543.0,
1629-1,628.0,
047-6,3437.0,
0B-14,3882.0,
0B1-4,746.0,
244-4B,533.0,
301-B,1119.0,
48-44,430.0,
245-22,690.0,
002-R,5447.0,
241-B,1479.0,
0N-90,0.0,
25-2R,356.0,
16D-6,1205.0,
11-96,1200.0,
00061,36249.0,
120-6,1114.0,
247-02,458.0,
0WEST,,
00043,49566.0,
04-12,1719.0,
W-24-3,575.0,
15R-6,802.0,
0C-83,0.0,
024-1,8066.0,
65-26,386.0,
012-6,2101.0,
189-12,520.0,
0PH1.,1663.0,
1872-4,620.0,
0062C,730.0,
0F-39,0.0,
0206E,1815.0,
65-07,989.0,
208-4,842.0,
352-11,274.0,
00873,1684.0,
245-2,740.0,
00128,3096.0,
111-12,740.0,
141-22,680.0,
789-2,1065.0,
137-43,830.0,
18C-8,1147.0,
00400,7967.0,
36F-2,290.0,
0002Y,0.0,
007-G,5581.0,
28-19,342.0,
1629-6,545.0,
010-C,8365.0,
63-1B,660.0,
W-27-2,775.0,
0R-4B,1028.0,
0000B,451.0,
05C/D,2490.0,
W-38-4,575.0,
00436,1872.0,
0005E,2839.0,
1870-6,650.0,
W-41-5,775.0,
00N41,0.0,
D-216,1163.0,
1682-4,1353.0,
24-01,1143.0,
1572-2,618.0,
959-3,973.0,
0C-12,2235.0,
0N-59,0.0,
20H-8,1413.0,
1680-A,752.0,
237-1,810.0,
0PH06,11069.0,
0220C,4621.0,
00N-6,0.0,
080-1,2446.0,
483-35,605.0,
247-04,355.0,
354-4,555.0,
1633-4,516.0,
140-12,646.0,
116-16,595.0,
171-1,1293.0,
00404,1016.0,
E-501,1487.0,
070-8,470.0,
122-6,537.0,
00F-4,845.0,
057-C,660.0,
0002E,21711.0,
4-502,513.0,
65-14,849.0,
142-26,684.0,
01607,829.0,
016-H,3283.0,
095-8,2049.0,
53-B2,360.0,
483-43,335.0,
249-25,386.0,
1945-3,550.0,
0118B,884.0,
102-N,0.0,
29-201,803.0,
C-504,2050.0,
W-36-6,775.0,
05-12,1371.0,
14N-6,1205.0,
0008D,7259.0,
1645-6,684.0,
380-3,1125.0,
06-42,538.0,
GB-27,1640.0,
63-11,431.0,
16H-6,802.0,
354-2,350.0,
PS-37,0.0,
0161D,915.0,
200-2,530.0,
08A-8,833.0,
114-5,1167.0,
018-B,2301.0,
800-33,730.0,
01614,991.0,
082-3,1561.0,
PM303,1286.0,
0N-13,0.0,
08-14,2615.0,
0035G,2468.0,
PS #13,,
T-303,883.0,
0005W,2487.0,
001-7,4927.0,
02L-6,542.0,
1726-7,764.0,
002-L,2104.0,
0C-11,2335.0,
141-46,765.0,
W-30-2,775.0,
800-13,730.0,
036HF,1438.0,
023-G,2400.0,
002-5,3831.0,
VIII-5,1050.0,
06-41,535.0,
0063C,730.0,
0C-1D,0.0,
249-53,393.0,
24B(2),2384.0,
TH-06,1597.0,
111-1,1299.0,
D-116,692.0,
01206,8044.0,
66-26,609.0,
4-404,320.0,
0F-47,0.0,
437-40,941.0,
140-33,684.0,
74-55,425.0,
0C-22,835.0,
0026A,5581.0,
006-R,3044.0,
00922,824.0,
0403E,1674.0,
035-2,7209.0,
59-01,684.0,
00076,416.0,
124-2,1055.0,
056-6,1951.0,
905-2,594.0,
216-2,302.0,
33-51,880.0,
D-119,1150.0,
0048B,771.0,
014-7,1502.0,
PS-230,0.0,
00141,5719.0,
759-3,1206.0,
B-32-3,780.0,
0B-02,0.0,
PS-174,0.0,
01609,1053.0,
1625-4,715.0,
439-12,1054.0,
W-33-4,575.0,
1726-6,774.0,
31-20,430.0,
17-1C,523.0,
035-8,2066.0,
00237,1975.0,
0008F,4197.0,
015-D,6876.0,
093-B,540.0,
06J-8,871.0,
20K-8,1147.0,
18A-8,833.0,
16K-6,542.0,
023-1,9742.0,
425-1,893.0,
052-6,1346.0,
025-D,1826.0,
1161-8,936.0,
VII-4,1050.0,
125-42,375.0,
PS-148,0.0,
74-51,995.0,
15J-6,802.0,
001-6,5185.0,
01601,2487.0,
W-37-3,575.0,
0041B,745.0,
0R-3C,1036.0,
200-1,517.0,
184-3,1064.0,
3-501,691.0,
051-A,2305.0,
09B/C,2800.0,
23H-8,1413.0,
239-B,2837.0,
C2-203,693.0,
010-7,1548.0,
028-F,1894.0,
1472-1,1260.0,
386-1,930.0,
157-2,1049.0,
36-11,890.0,
30-24,603.0,
UN1100,2412.0,
481-14,690.0,
0010F,5052.0,
198-14,364.0,
1629-4,516.0,
0B-93,674.0,
00305,77279.0,
111-8,635.0,
189-21,533.0,
PS-52,0.0,
1-204,1100.0,
00312,27010.0,
047-2,6187.0,
24-04,1160.0,
W-19-4,575.0,
118-A,676.0,
153-2,2913.0,
020-B,2305.0,
027-1,6109.0,
093-7,633.0,
C-101,3543.0,
00217,13491.0,
0PH16,1130.0,
66-45,564.0,
0F408,1200.0,
594-3,720.0,
09G-8,589.0,
00048,293.0,
142-33,488.0,
00017,930.0,
019-2,8871.0,
800-22,730.0,
10A-6,802.0,
00710,15080.0,
W-24-5,575.0,
064-3,955.0,
28-09,574.0,
0033D,4388.0,
22F-8,806.0,
36-10,1100.0,
C-204,1740.0,
F-501,1475.0,
800-28,740.0,
039-3,6080.0,
0PH08,1417.0,
00329,6272.0,
0029A,4435.0,
17-81,1535.0,
01O8F,746.0,
375-1,713.0,
5-202,519.0,
171-3,1269.0,
031 &,0.0,
45-46,0.0,
00050,19415.0,
00198,2004.0,
120-2,1936.0,
70-5B,875.0,
386-B,625.0,
004-5,4691.0,
594-10,624.0,
00173,345.0,
024-6,1653.0,
04-21,3280.0,
07A-8,833.0,
0118F,868.0,
11-34,480.0,
043-3,3244.0,
061-3,1177.0,
060-1,2227.0,
00317,14908.0,
02-22,538.0,
012-H,2674.0,
C-302,3442.0,
25-10,693.0,
315-14,556.0,
00C-4,7721.0,
12-98,1266.0,
089-C,615.0,
00060,10928.0,
00110,27050.0,
155-9,720.0,
0004B,55610.0,
003-C,21172.0,
131-1,1985.0,
01307,2305.0,
239-31,690.0,
014-1,12479.0,
483-27,480.0,
245-11,690.0,
800-24,660.0,
14G-8,589.0,
354-23,660.0,
0A-44,0.0,
137-21,440.0,
70-45,425.0,
00343,0.0,
125-8,1207.0,
E-402,1471.0,
131-15,366.0,
0018F,4156.0,
70-46,980.0,
056-4,1586.0,
17-2B,428.0,
028-4,739.0,
011-H,5797.0,
315-6,700.0,
0404W,3018.0,
039-1,7949.0,
PS-132,0.0,
228-1D,2640.0,
015-H,3283.0,
63-6-8,2679.0,
C-119,0.0,
114 &,557.0,
314-2,1278.0,
00162,1901.0,
1173-1,1424.0,
0082D,919.0,
B-36-3,780.0,
B-20-3,780.0,
229-2,1073.0,
0M424,1066.0,
E-103,1254.0,
041-2,5897.0,
31-22,484.0,
00319,12836.0,
018-P,1120.0,
088-2,1231.0,
28-22,408.0,
1681-6,547.0,
15K-8,1147.0,
1641-8,541.0,
00080,448.0,
36R-3,200.0,
13-5AB,861.0,
28-04,338.0,
015-4,6041.0,
242-4,1155.0,
020-U,740.0,
52-41,740.0,
024-S,735.0,
0028H,2450.0,
0B-4A,931.0,
425-2,831.0,
01701,2487.0,
0104W,1854.0,
0NM47,1241.0,
009-T,675.0,
000F1,0.0,
D-219,1173.0,
0034F,884.0,
124-1,1052.0,
215-3,1052.0,
1254-8,356.0,
COM.D-4,0.0,
100-15,765.0,
8-130,929.0,
10O-6,742.0,
VII-10,1380.0,
0G-89,0.0,
00907,7430.0,
0PH29,1720.0,
031-3,7709.0,
439-31,492.0,
200-13,0.0,
01509,1053.0,
0B-49,1849.0,
0PS-6,0.0,
W-28-6,575.0,
24-07,1080.0,
046-7,493.0,
790-2,730.0,
314-1,1189.0,
PS-186,0.0,
798-2,846.0,
00M-2,3310.0,
23912A,690.0,
21-2F,404.0,
1255-7,968.0,
195-4,1559.0,
1754-8,819.0,
216-4,704.0,
GDN UN,1440.0,
0027F,2776.0,
02D-6,1205.0,
01412,2657.0,
24-12,1874.0,
0O-27,0.0,
1665-2,351.0,
003-F,7933.0,
334-5,1365.0,
025-K,605.0,
114-20,391.0,
00316,17013.0,
28-06,597.0,
1251-2,921.0,
0O-15,0.0,
246-2B,648.0,
453-4,677.0,
11L-6,542.0,
00702,34912.0,
B-72-3,625.0,
0036F,2565.0,
018-2,11970.0,
136-2,1609.0,
316-3,1256.0,
140-32,646.0,
007-8,1963.0,
0039B,2982.0,
0075D,726.0,
118-7,485.0,
31-16,484.0,
246-4A,726.0,
0035F,2521.0,
27-5A,542.0,
0A-21,805.0,
3-502,515.0,
0089E,898.0,
00115,12234.0,
28-21,574.0,
00611,980.0,
0492A,2412.0,
00018,95018.0,
0F112,1571.0,
0034B,2219.0,
0VI-8,1050.0,
002-6,3185.0,
1468-1,1292.0,
10J-6,802.0,
000B3,6988.0,
131-G1,800.0,
C-111,0.0,
17D-6,1205.0,
594-4,720.0,
03-14,1028.0,
052-7,416.0,
00442,1448.0,
044-1,1821.0,
0037A,3193.0,
60-10,815.0,
00031,101753.0,
033-6,390.0,
034-8,405.0,
276-32,690.0,
4-201,659.0,
483-26,475.0,
PH232,1642.0,
017-T,675.0,
W-35-5,770.0,
137-1,2518.0,
005-T,591.0,
00553,760.0,
214-A,4600.0,
T-401,872.0,
004-9,1318.0,
12K-8,1147.0,
004-6,4087.0,
245-24,690.0,
0NM43,965.0,
0TH-5,4113.0,
0016G,4824.0,
00I-5,1050.0,
0B3-1,746.0,
B-003,1105.0,
032-8,1560.0,
133-3,2031.0,
790-24,660.0,
1576-6,565.0,
B-20-6,780.0,
00152,1520.0,
PS-25,0.0,
25-104,727.0,
0096E,898.0,
171-15,1277.0,
265-G,1521.0,
991-4,1401.0,
0004F,16689.0,
026-K,605.0,
57R-4,322.0,
62-31,819.0,
0038D,749.0,
000C4,1337.0,
0N-88,0.0,
040-6,2753.0,
0PH10,6474.0,
067-7,575.0,
049-1,1215.0,
04J-8,871.0,
C2-407,1119.0,
PS-232,0.0,
0038G,971.0,
00R-3,1225.0,
019-9,872.0,
078-5,3234.0,
025-G,1806.0,
128-1,1429.0,
153-10,760.0,
061-6,760.0,
590-2,720.0,
J-601,2280.0,
00050,545.0,
01111,4713.0,
145-1B,380.0,
22-57,1483.0,
W-39-3,775.0,
00231,3239.0,
PS-85,0.0,
1677-9,291.0,
065-5,3281.0,
0034H,2455.0,
057-A,600.0,
062-2,2542.0,
032-1,7808.0,
0015H,883.0,
06N-6,1205.0,
1738-6,760.0,
08-11,2482.0,
00099,1603.0,
0029H,2536.0,
00504,57451.0,
W-41-4,775.0,
T-205,744.0,
C-404,1778.0,
189-5,480.0,
0102A,0.0,
014-T,675.0,
1874-4,550.0,
39-71A,830.0,
W-20-6,775.0,
30-30,648.0,
PS-149,0.0,
0F603,1993.0,
0R-3I,1175.0,
0165G,962.0,
0002B,61020.0,
319-8,523.0,
3 & 4,989.0,
00U-1,0.0,
36-26,760.0,
0PS-A,0.0,
1875-2,1706.0,
198-15,381.0,
0003B,0.0,
PS-81,0.0,
042-2,4364.0,
0C-98,0.0,
309-2,618.0,
483-71,765.0,
065-B,435.0,
B-72-5,625.0,
W-33-5,575.0,
062-6,786.0,
033-1,4099.0,
0002L,12080.0,
W-25-4,775.0,
014-6,3610.0,
049GA,1708.0,
1874-1,500.0,
483-65,605.0,
01512,2673.0,
0027B,7296.0,
1681-2,547.0,
0F108,1200.0,
PS-163,0.0,
00210,729.0,
A-112,1125.0,
15M-6,1182.0,
65-15,1046.0,
225-24,730.0,
PG-NPS,0.0,
063-9,489.0,
1868-8,630.0,
0304E,2910.0,
100-16,1142.0,
11N-6,1205.0,
11-31,680.0,
007-T,1266.0,
157-1,1054.0,
1258-B,640.0,
78-13,561.0,
0N-60,0.0,
000H4,3145.0,
55-02,764.0,
0M426,1067.0,
800-26,655.0,
069-B,1482.0,
C1-403,1077.0,
050-4,1411.0,
790-30,780.0,
B-101,4064.0,
249-22,749.0,
15-10,2151.0,
02G-6,536.0,
PS-39,0.0,
11-12,2901.0,
0014E,2929.0,
249-02,625.0,
038-6,1339.0,
T-109,872.0,
800-27,655.0,
24-16,1206.0,
141-25,710.0,
000B4,4825.0,
985-1,672.0,
0G-45,0.0,
025-R,735.0,
01710,706.0,
56-11,1315.0,
009-G,4041.0,
070-2,1661.0,
007-4,5790.0,
0001N,1988.0,
194A-1,935.0,
T130B,869.0,
242-6,960.0,
04H-8,1413.0,
247-52,559.0,
9 PS9,735.0,
00V-3,1380.0,
118 &,503.0,
308-2,704.0,
10-10,1509.0,
0F403,1152.0,
PS-165,0.0,
23-109,1339.0,
D-306,1105.0,
244-3B,310.0,
00045,536.0,
35-12,1014.0,
45HF-A,445.0,
1269-4,427.0,
B-70-4,780.0,
5-104,468.0,
025-9,1667.0,
2-404,697.0,
008-T,1266.0,
00728,1674.0,
3A-72,1661.0,
29-104,525.0,
B-66-3,780.0,
2A-7O,1558.0,
PS-34,0.0,
W-31-2,775.0,
B-44-4,625.0,
00336,2140.0,
021-K,605.0,
216-B,4643.0,
34-1A,410.0,
022-5,2041.0,
B-40-2,625.0,
025-U,740.0,
B-105,697.0,
0034C,5436.0,
00510,706.0,
097-3,1364.0,
36-2B,735.0,
3 - HF,1921.0,
0PH2A,4703.0,
0019D,5067.0,
00227,6358.0,
PS-77,0.0,
W-31-4,775.0,
13-4AB,954.0,
107-2,604.0,
1665-6,415.0,
A-311,637.0,
1169-3,1353.0,
0B-12,1957.0,
132-1,2260.0,
95-10,590.0,
PS-178,0.0,
0B-1A,897.0,
007-S,1243.0,
004-3,10938.0,
0047G,1314.0,
313-4,556.0,
033-E,862.0,
W-40-2,435.0,
0B2-4,746.0,
B-36-1,780.0,
A-303,1869.0,
NR-3G,0.0,
0229A,0.0,
563-3,906.0,
00081,482.0,
0F101,869.0,
1872-7,625.0,
0022A,8401.0,
026-C,2742.0,
PS-172,0.0,
18-11,814.0,
00546,0.0,
0165A,890.0,
00414,18418.0,
246-15,907.0,
000PC,0.0,
1641-2,670.0,
131-7,366.0,
031-G,1230.0,
313-5,306.0,
025-7,1935.0,
74-36,980.0,
B-307,1690.0,
093-6,1679.0,
00098,4917.0,
131-3,328.0,
0G-18,0.0,
065-1,4190.0,
B-204,1788.0,
00533,850.0,
17G-6,536.0,
0TH-8,4153.0,
70-1A,415.0,
110-3,1275.0,
33-43,755.0,
3-404,333.0,
0G-88,0.0,
0C-32,835.0,
0398A,962.0,
104F &,0.0,
322-1,889.0,
62-65,648.0,
D-320,1199.0,
007-N,4349.0,
63-21,841.0,
0023B,6824.0,
0019B,9728.0,
00710,706.0,
15/16,2839.0,
131-39,500.0,
00554,760.0,
251-D,1557.0,
0004A,56274.0,
033-7,485.0,
09J-8,871.0,
089-4,1230.0,
062-1,1374.0,
0R-1C,1000.0,
H-202,1503.0,
360-6,1174.0,
1B-72,1673.0,
057-7,735.0,
483-23,315.0,
0411F,1220.0,
74-44,595.0,
006-6,3949.0,
7-158,1266.0,
084#2,670.0,
483-25,605.0,
03070,0.0,
245-4,1620.0,
0002G,8370.0,
479-11,635.0,
W-46-2,775.0,
52-62,2582.0,
00309,1053.0,
007-I,574.0,
166-2,1540.0,
11D-8,871.0,
000P6,0.0,
079-4,528.0,
195-3,1554.0,
00713,10052.0,
C-203,2433.0,
310-2,708.0,
1169-2,1353.0,
2B-27,1358.0,
118-99,0.0,
15-13,604.0,
352-23,280.0,
17-1B,412.0,
12-42,624.0,
00709,16394.0,
30-25,523.0,
10E-6,1179.0,
19B-8,833.0,
2001-2,530.0,
483-86,475.0,
206-2D,2442.0,
11K-8,1147.0,
1718-4,772.0,
155-7,710.0,
033-G,1237.0,
PH212,1657.0,
233-4,1612.0,
12HF-2,554.0,
C1-303,693.0,
043-5,2458.0,
049-6,1922.0,
044-5,821.0,
31-17,553.0,
011-3,10576.0,
01114,958.0,
T-108,883.0,
006-N,4249.0,
D-106,2436.0,
00602,46428.0,
10N-6,1205.0,
1949-3,595.0,
00BFR,328.0,
00N26,0.0,
0F-44,0.0,
12-23,713.0,
199-5,728.0,
18G-8,589.0,
W-32-4,775.0,
10E-8,1119.0,
25-11,685.0,
0006E,1740.0,
0028D,4380.0,
3-22O,1962.0,
31-11,553.0,
0F407,1028.0,
08020,2583.0,
74-34,595.0,
0C-1B,0.0,
00117,7925.0,
246-14,893.0,
039-9,1058.0,
054-2,2296.0,
377-3,523.0,
00042,60793.0,
0G-93,0.0,
4 WCOR,982.0,
00127,1025.0,
41-B2,760.0,
W-27-3,775.0,
0122G,866.0,
00O-5,0.0,
1677-7,477.0,
1633-1,628.0,
48-41,766.0,
2-493,854.0,
012-J,2396.0,
0099F,730.0,
116-14,1567.0,
0087A,400.0,
039-D,753.0,
301-2,916.0,
140-11,646.0,
0F201,866.0,
019-4,5564.0,
C-108,0.0,
320-1,907.0,
00024,89245.0,
011-9,2824.0,
04G-6,536.0,
1710-3,995.0,
364-25,504.0,
0B-33,785.0,
36F-4,315.0,
0047B,798.0,
00041,66131.0,
481-34,820.0,
249-04,626.0,
00F-3,552.0,
3A-7O,1593.0,
10H-6,802.0,
0G-13,0.0,
012-A,29612.0,
276-33,690.0,
0CH-B,1723.0,
0I-18,1050.0,
0G-83,0.0,
00314,20448.0,
80HF&1,585.0,
014-5,4797.0,
18-10,831.0,
0A-29,0.0,
715-A,0.0,
00095,4656.0,
354 &,660.0,
118-28,485.0,
00E-4,2070.0,
00T-2,805.0,
00506,42252.0,
241-I,1458.0,
00439,0.0,
006-3,11645.0,
042-B,263.0,
89-14,465.0,
025-8,2116.0,
125-36,546.0,
B-70-3,780.0,
0056A,2379.0,
0G-61,0.0,
144-37,646.0,
116-20,595.0,
058-4,1990.0,
65-B1,470.0,
016-K,1879.0,
00420,13854.0,
00N-8,0.0,
000FF,0.0,
0005E,18135.0,
03-16,1028.0,
22A-8,833.0,
9-304,512.0,
1255-6,968.0,
005-Q,330.0,
137-45,600.0,
2B-7O,833.0,
9-205,305.0,
00604,1019.0,
15-31,980.0,
118-25,582.0,
0FOUR,2833.0,
1680-2,1353.0,
A-309,718.0,
018-R,1065.0,
12-21,625.0,
B-76-2,780.0,
059-6,2796.0,
018-U,740.0,
0056B,500.0,
26-12,1112.0,
3-224,1795.0,
TH-04,1709.0,
076-7,1264.0,
0194B,712.0,
08E-6,1179.0,
026-5,2781.0,
023-S,735.0,
142-31,646.0,
70-51,995.0,
0014F,4115.0,
02B-4,440.0,
00P-5,1318.0,
203-6,0.0,
W-42-3,575.0,
0G-26,0.0,
007-H,4212.0,
1472-3,1178.0,
30-50,0.0,
041-6,2070.0,
106-S,0.0,
66-43,602.0,
48-43,384.0,
0906&,2928.0,
07-12,1753.0,
000#1,3152.0,
238-1,1870.0,
189-19,520.0,
020-6,476.0,
0IV-2,1380.0,
B-12-6,625.0,
00613,9007.0,
1269-2,815.0,
820-1,647.0,
00824,424.0,
029-5,2675.0,
311-12,700.0,
0003M,3074.0,
24-11,1666.0,
122-12,575.0,
0110G,3952.0,
116-2,2350.0,
0R-2I,1155.0,
PS-212,0.0,
39-10,1247.0,
0UN 6,1268.0,
242-10,960.0,
131-12,500.0,
016-G,3076.0,
1637-6,532.0,
0D-10,1320.0,
131-19,356.0,
21C-8,1147.0,
0031F,2520.0,
479-31,780.0,
0036C,3954.0,
181-4,1053.0,
W-30-1,775.0,
109-A,415.0,
00F-5,845.0,
2-201,887.0,
0056C,730.0,
003-M,2979.0,
32-16,558.0,
VIII-3,1380.0,
008-G,7040.0,
00077,3129.0,
590-10,720.0,
18-80,1535.0,
PS-158,0.0,
089-3,1145.0,
036-9,1640.0,
04J-6,802.0,
907-2,583.0,
128-2,697.0,
03J-6,802.0,
12M-6,1182.0,
00051,355.0,
309-4,556.0,
28-14,449.0,
PS-220,0.0,
0021H,2449.0,
006-Q,330.0,
016-7,876.0,
0532B,0.0,
62-53,444.0,
W-23-2,575.0,
129-1,4002.0,
6-404,334.0,
