zipcode,total_living_area,neighborhood
790-16,655.0,
131-33,366.0,
06B/C,2842.0,
039-6,4806.0,
W-39-6,775.0,
074-5,602.0,
04-22,2013.0,
PH 1D,2036.0,
0O-28,0.0,
024-A,3953.0,
09C-8,1147.0,
1754-6,638.0,
STUDIO 1,536.0,
10-10A,358.0,
H-501,2290.0,
118-8,344.0,
21-42,1289.0,
08J-8,871.0,
65-20,728.0,
00011,246433.0,
0090A,1765.0,
1625-2,362.0,
0205A,354.0,
01016,1710.0,
17L-6,542.0,
590-8,624.0,
0N-87,0.0,
59-12,582.0,
228-3C,2592.0,
80A-2,580.0,
120-17,570.0,
244-5B,547.0,
567-1,969.0,
0020A,6778.0,
00E-6,1787.0,
01005,7810.0,
7-404,657.0,
0F-23,0.0,
0034A,4899.0,
04C-6,742.0,
0165H,952.0,
006-G,3846.0,
104-1,1054.0,
219-1B,941.0,
07-10,1729.0,
72-7A,450.0,
1661-7,1400.0,
00W-1,2395.0,
00705,21733.0,
311-11,700.0,
32-03,695.0,
00572,1261.0,
003-E,7184.0,
097-A,575.0,
J-302,1138.0,
800-20,780.0,
054-1,2152.0,
0190A,0.0,
852-1,1218.0,
PH229,1733.0,
0B1-2,746.0,
66-42,833.0,
J-102,1532.0,
1722-4,767.0,
00L01,812.0,
40-11,625.0,
2 PS2,578.0,
0301W,1920.0,
08R-6,802.0,
70-22,425.0,
00B-9,5848.0,
009-5,2335.0,
00072,651.0,
00019,87998.0,
PH207,2173.0,
115-N,0.0,
0069A,686.0,
097-2,1299.0,
190-4,1571.0,
014-J,2396.0,
00323,8038.0,
104F2B,0.0,
019-B,3603.0,
0F202,812.0,
1738-1,760.0,
W-39-5,775.0,
116 &,399.0,
0B2-1,746.0,
00030,42905.0,
00914,2074.0,
174-4,1057.0,
D-203,2412.0,
C-115,0.0,
0113G,566.0,
000BF,1073.0,
015-A,7858.0,
0006D,17559.0,
1269-6,689.0,
0F506,1286.0,
08C-6,742.0,
00835,615.0,
0N-57,0.0,
115-8,740.0,
125-15,375.0,
PS-12,0.0,
14-16,604.0,
313-1,618.0,
00408,706.0,
D-406,1109.0,
PS-193,0.0,
T-206,708.0,
PH 3B,2971.0,
11K-6,542.0,
142-32,646.0,
596-5,624.0,
7-164,1040.0,
364-10,520.0,
04-25,1028.0,
0PH09,2152.0,
953-4,1401.0,
125-38,335.0,
0M422,1035.0,
0102B,0.0,
00403,719.0,
063-8,305.0,
991-3,1193.0,
15-16,1931.0,
125B1,945.0,
00711,14486.0,
PH211,2246.0,
C-112,0.0,
72-4A,450.0,
12-17,878.0,
14A02,1218.0,
008-O,1656.0,
0B2-2,746.0,
00708,706.0,
65-04,989.0,
1677-6,365.0,
19C-8,1147.0,
W-38-3,575.0,
040-1,4887.0,
00039,281.0,
161-3,1052.0,
059-2,2948.0,
00735,690.0,
029-G,1215.0,
14A04,1218.0,
059-1,3982.0,
158-3,832.0,
1746-6,805.0,
144-31,646.0,
018-4,6335.0,
026-7,2465.0,
0070D,746.0,
790-36,655.0,
0UN 8,1418.0,
F-302,1453.0,
020-G,1791.0,
017-K,1879.0,
0098F,730.0,
249-2,2590.0,
66-23,602.0,
0F404,1066.0,
089-A,430.0,
360-8,717.0,
004-E,8996.0,
12HF-3,1006.0,
23B-8,833.0,
247-31,527.0,
131-26,362.0,
8-101,281.0,
63-15,411.0,
1710-6,980.0,
00054,30880.0,
192A-2,935.0,
I-201,2334.0,
002-O,1656.0,
W-26-6,770.0,
077-8,590.0,
064-2,2148.0,
05-17,540.0,
171-5,1243.0,
D-621,759.0,
246-6,893.0,
63-20,411.0,
028-H,872.0,
1645-1,680.0,
035-B,2908.0,
00A/B,860.0,
255-2,825.0,
COM-2,0.0,
04O-6,742.0,
00120,7838.0,
126-1,643.0,
74-45,425.0,
017-L,1877.0,
00095,1603.0,
035-C,2390.0,
055-4,2752.0,
00072,17787.0,
011-R,4724.0,
338-3,665.0,
00206,69690.0,
29-105,799.0,
0012F,3635.0,
153-12,725.0,
36-3B,735.0,
00740,0.0,
00197,1856.0,
24B-8,833.0,
0105E,2637.0,
018-F,4652.0,
08D-8,871.0,
013 &,0.0,
422-3,451.0,
W-31-1,775.0,
D-305,761.0,
72-9B,890.0,
D-112,1074.0,
140-6,488.0,
0F212,1016.0,
110-5,1275.0,
17E-6,1179.0,
800-29,740.0,
05-13,510.0,
0112G,580.0,
016-1,12391.0,
140-37,646.0,
787-1,1440.0,
GARAGE,0.0,
UN1208,2412.0,
006-M,3569.0,
0G-29,0.0,
019-A,2935.0,
00175,1285.0,
00211,29720.0,
084-4,2479.0,
28-08,449.0,
0F606,2152.0,
116-19,392.0,
071-3,1055.0,
01306,2035.0,
04A-6,802.0,
PM203,1286.0,
273-3,713.0,
247-22,559.0,
49-B2,600.0,
7-12A,431.0,
384-7,1125.0,
790-37,655.0,
D-307,1486.0,
023-A,1553.0,
0R-1I,1151.0,
B-44-3,625.0,
067-8,652.0,
0033C,5393.0,
00538,1320.0,
1661-5,1400.0,
0B1-3,746.0,
0M420,1291.0,
0B-16,1542.0,
01207,4484.0,
00B-5,9519.0,
116-4,1540.0,
70-6B,440.0,
001-R,4702.0,
050-5,1576.0,
0111G,566.0,
137-37,570.0,
0023A,4562.0,
C2-306,1045.0,
00035,53713.0,
11-4A,585.0,
101-3,630.0,
1880-2,520.0,
07H-8,1413.0,
057-9,620.0,
031-E,860.0,
1637-5,338.0,
0010E,10782.0,
0G-20,0.0,
0019E,2110.0,
1746-1,680.0,
3-A/B,1655.0,
34-2B,590.0,
203-4,1058.0,
189-4,394.0,
10-11,1565.0,
B-16-2,625.0,
T-202,872.0,
015-5,3454.0,
105-A,475.0,
0C-21,865.0,
1949-1,430.0,
141-48,555.0,
07-19,431.0,
PS-187,0.0,
C2-107,1094.0,
"104,105",0.0,
011-K,2141.0,
1568-9,700.0,
00187,505.0,
0124H,822.0,
00029,545.0,
01001,16016.0,
23-112,1339.0,
0022E,5229.0,
0128F,875.0,
A-106,2140.0,
00020,2835.0,
790-28,740.0,
312-6,1468.0,
170-3,1058.0,
078-1,2914.0,
140-8,646.0,
093-8,896.0,
B-46-1,780.0,
1754-9,819.0,
00154,3011.0,
W-42-1,575.0,
360-B4,410.0,
65-12A,338.0,
228-1A,2587.0,
21-41,1339.0,
249-55,386.0,
8-305,283.0,
00X-4,1050.0,
025-S,735.0,
1255-8,968.0,
H-601,2246.0,
791-2,571.0,
00209,1053.0,
045-2,2361.0,
PS-83,0.0,
B-405,2026.0,
0102C,0.0,
00030,355.0,
1177-1,752.0,
232-3A,2848.0,
336-7,670.0,
1560-2,451.0,
0003K,2274.0,
1653-7,1400.0,
017-N,3396.0,
00610,21889.0,
0003R,12793.0,
B-40-4,625.0,
1267-7,779.0,
027-A,1557.0,
613-615,1713.0,
29-204,720.0,
36-44,890.0,
245-A,1638.0,
PS-42,0.0,
184-1,1880.0,
0019C,6116.0,
62-34,632.0,
00084,3497.0,
111-3,2108.0,
PS-38,0.0,
010-3,11201.0,
C-102,1534.0,
131-23,543.0,
GA-27,1674.0,
0005J,2114.0,
106S-6,0.0,
1161-3,826.0,
24-05,936.0,
12N-6,1205.0,
09R-6,802.0,
239-34,690.0,
1 PS 1,750.0,
007-5,4978.0,
117-3,825.0,
UN1205,2100.0,
00125,2199.0,
211-23,730.0,
12-31,630.0,
36-14,890.0,
PS-89,0.0,
F-404,1328.0,
3B-27,1404.0,
137-44,600.0,
C2-302,1107.0,
104-2,1054.0,
A-504,988.0,
00804,17783.0,
00163,1790.0,
202-A,4657.0,
245-3,520.0,
0008B,13012.0,
1718-1,724.0,
0F310,802.0,
0A-64,1804.0,
189-2,542.0,
03A &,730.0,
58-20,340.0,
0C-85,0.0,
11-3A,680.0,
0005G,6759.0,
169-5,1577.0,
00283,1348.0,
2-502,339.0,
0F308,1200.0,
245-44,690.0,
07F-8,806.0,
00902,708.0,
PS-195,0.0,
190-1,3425.0,
024-8,739.0,
1730-3,620.0,
0N-91,0.0,
001-C,11468.0,
360-16,915.0,
1572-1,451.0,
0040G,1206.0,
040-A,748.0,
C1-207,1093.0,
00563,770.0,
05083,1074.0,
790-12,730.0,
309-8,556.0,
02-16,619.0,
247-25,567.0,
0027H,2448.0,
1-504,700.0,
03-17,1899.0,
0C-92,0.0,
0F-42,0.0,
053-2,2328.0,
257-2,1062.0,
137-A,385.0,
483-92,625.0,
03D-6,1205.0,
145-27,445.0,
70-10B,335.0,
1872-5,650.0,
037-8,650.0,
1875-1,1948.0,
PM305,945.0,
PS-21,0.0,
62-44,632.0,
00183,2473.0,
460-B,588.0,
2003-8,960.0,
790-8,730.0,
114-3,952.0,
00911,980.0,
09-13,738.0,
118-10,564.0,
0B-1D,615.0,
THREE,5213.0,
0N-53,0.0,
15-12,1582.0,
0F410,802.0,
00180,1916.0,
69-15,1297.0,
265-F,1546.0,
15H-6,802.0,
116-99,638.0,
0B-63,1849.0,
00172,4127.0,
01210,3116.0,
592-4,720.0,
12-34,692.0,
100-7,3042.0,
B-504,1161.0,
1645-4,530.0,
T130C,812.0,
006-8,1664.0,
00052,536.0,
211-41,730.0,
0F605,1231.0,
0A-41,0.0,
PS-145,0.0,
1251-4,968.0,
B-16-4,625.0,
364-16,526.0,
65-08,746.0,
W-40-4,770.0,
15-17,1274.0,
0B-61,1849.0,
453-5,810.0,
00913,1703.0,
1868-5,750.0,
C-495,0.0,
483-67,480.0,
0PH18,680.0,
031-C,1230.0,
121-12,820.0,
027-B,2310.0,
12F-8,806.0,
PS-155,0.0,
1999-8,795.0,
W-31-3,775.0,
131-25,497.0,
0128H,790.0,
PENTHOUSE,10703.0,
0078D,726.0,
0A-20,0.0,
024-C,2740.0,
00038,536.0,
1560-7,700.0,
11-10,2649.0,
00427,4419.0,
012-L,1877.0,
0A-39,0.0,
790-11,780.0,
00416,18394.0,
177-4,826.0,
B-44-1,625.0,
022-2,8004.0,
097-9,1448.0,
0404E,2910.0,
023-U,740.0,
02F-4,1024.0,
046-5,1751.0,
PS-181,0.0,
0B105,733.0,
III-1,1050.0,
131-G3,0.0,
006-F,7402.0,
112-1,824.0,
00433,1573.0,
002-8,1586.0,
139 &,0.0,
1710-2,935.0,
0090B,1570.0,
0074D,726.0,
095-9,605.0,
W-30-6,775.0,
038-4,2449.0,
074-A,577.0,
1665-3,480.0,
PS-184,0.0,
00L-9,0.0,
091-3,430.0,
1472-2,1178.0,
05081,1072.0,
00097,1603.0,
249-44,560.0,
024-D,2302.0,
0004K,1230.0,
140-22,646.0,
1710-1,980.0,
III-3,1380.0,
PS-213,0.0,
0011C,8674.0,
0038E,891.0,
0486B,1560.0,
00637,1064.0,
053-B,660.0,
005-P,1700.0,
19E-8,1119.0,
315-3,700.0,
PT 103,0.0,
PS-177,0.0,
185-2,1502.0,
T-107,883.0,
0B-22,770.0,
0003A,68008.0,
J-401,2152.0,
"404,405,406",4511.0,
2-204,1080.0,
244-3C,524.0,
7-157,1266.0,
PS-159,0.0,
242-7,581.0,
8-139,1282.0,
09020,2525.0,
188-1,2735.0,
565-1,840.0,
048-3,1260.0,
00822,3740.0,
028-9,734.0,
803-2,628.0,
180-2,828.0,
1683-6,335.0,
00L-7,0.0,
16G-8,589.0,
36R-1,445.0,
1669-6,430.0,
W-33-1,575.0,
0N-77,0.0,
449-2,390.0,
00609,22895.0,
72-2B,760.0,
00584,1253.0,
36 1/8TH,234.0,
0101W,3919.0,
8-143,1060.0,
25-14,570.0,
019-F,2398.0,
27-4CD,977.0,
C-403,2628.0,
0F-41,0.0,
483-37,480.0,
334-11,0.0,
0O-13,0.0,
239-33,690.0,
019-6,2822.0,
155-11,710.0,
66-52,833.0,
0PH-5,5780.0,
023-5,832.0,
118-6,503.0,
364-1,760.0,
00622,4761.0,
15A-6,802.0,
31-12,331.0,
067-5,2000.0,
232-3B,2984.0,
178-11,655.0,
B-208,1108.0,
4-491,977.0,
1165-6,1282.0,
PS-176,0.0,
02H-8,1413.0,
016-S,735.0,
000BC,0.0,
05L-6,542.0,
022-P,1120.0,
33-36,0.0,
128-A,729.0,
16-10,582.0,
039-5,4724.0,
125-37,361.0,
122-2,537.0,
382-A,689.0,
36-12A,550.0,
0F307,1028.0,
W-35-3,770.0,
120-20,386.0,
W-39-2,775.0,
238-10,893.0,
41-B1,760.0,
C1-103,697.0,
0028B,6061.0,
W-34-5,775.0,
312-2,649.0,
249-34,560.0,
00168,3938.0,
0PS-7,0.0,
66-31,835.0,
5 PS5,638.0,
01703,1839.0,
09A-8,833.0,
0040D,750.0,
59F-3,245.0,
171-12,1347.0,
18-12,831.0,
00452,760.0,
9-101,337.0,
0A1-1,470.0,
5-404,347.0,
00061,795.0,
PS-228,0.0,
384-1,925.0,
0N-47,0.0,
204-A,4652.0,
15-69,1266.0,
B-407,1042.0,
00F-8,845.0,
0038B,2354.0,
201-1,0.0,
5-303,482.0,
00821,2720.0,
B-001,942.0,
0040F,1639.0,
0F301,866.0,
04-23,2200.0,
00520,10743.0,
0B-11,5885.0,
056-1,1696.0,
029-3,7029.0,
238-5,1907.0,
09-17,327.0,
00333,3262.0,
402-2,750.0,
25-101,791.0,
000H5,1337.0,
054-8,505.0,
192A-1,935.0,
171-11,1347.0,
008HF,1590.0,
00E-5,1764.0,
0018A,7929.0,
114-4,1051.0,
0B-31,881.0,
11-94,1294.0,
00027,293.0,
24-123,1535.0,
041-8,550.0,
196-2,935.0,
70-7A,435.0,
B-48-5,780.0,
017-F,5855.0,
E-304,1233.0,
989-4,1401.0,
COMMUN,0.0,
0014A,9480.0,
D-413,1107.0,
002-H,5398.0,
01611,980.0,
C2-208,1095.0,
9-303,519.0,
8-138,1282.0,
1157-3,1133.0,
01406,3356.0,
0053A,1495.0,
004-Q,330.0,
364-8,350.0,
336-1,520.0,
186-3,1696.0,
031-7,972.0,
02-33,619.0,
0B-45,1849.0,
004-C,16041.0,
5-205,510.0,
D-417,1156.0,
0002K,2274.0,
00I-3,1380.0,
0005S,2186.0,
PS-17,0.0,
W-41-6,775.0,
0G-10,638.0,
TH-10,3624.0,
0NR-4,0.0,
11-22C,740.0,
00729,2506.0,
000PH,18770.0,
00079,651.0,
PS-200,0.0,
B-74-2,780.0,
114-6,1020.0,
144-21,646.0,
309-6,556.0,
0068E,1598.0,
00U-9,0.0,
138-2,782.0,
00186,530.0,
037 &,0.0,
00904,12811.0,
00543,0.0,
1669-7,526.0,
198-2,1324.0,
36-34,890.0,
041-7,310.0,
1874-6,570.0,
0F-13,0.0,
06-35,1077.0,
01305,2035.0,
132-6,1699.0,
17O-6,742.0,
00A-1,11524.0,
E-403,1264.0,
08-32,1008.0,
00537,1115.0,
29-12A,581.0,
280-32,690.0,
124-4,1058.0,
019-S,735.0,
246-5A,688.0,
00PH8,4836.0,
140-31,646.0,
00094,5148.0,
15-35,340.0,
008-F,6078.0,
023-J,590.0,
036-5,2388.0,
1A-27,1220.0,
019-5,2552.0,
036-E,866.0,
0165D,930.0,
B-8-4,780.0,
017-A,5314.0,
01009,3976.0,
239-E,1458.0,
35-10,1118.0,
B-12-4,625.0,
21-5A,796.0,
01407,2864.0,
122-10,537.0,
1-303,1011.0,
C1-206,1045.0,
00203,92370.0,
0F312,1441.0,
210-3B,2973.0,
1738-4,760.0,
00600,3230.0,
120-18,394.0,
F-502,1446.0,
21-46,1289.0,
06-34,1659.0,
74-17,910.0,
C1-205,963.0,
PM101,1242.0,
0G-98,0.0,
00722,4868.0,
10A-8,833.0,
00010,295730.0,
0002N,2821.0,
05O-6,742.0,
C1-305,963.0,
96-3A,613.0,
309-1,451.0,
0PH21,1472.0,
03H-8,1413.0,
08-19,672.0,
11E-6,1179.0,
1267-1,779.0,
B-32-1,780.0,
074-1,1217.0,
105 &,2866.0,
017-3,8546.0,
0014H,877.0,
0F-19,0.0,
B-38-6,780.0,
0C-90,0.0,
093-9,904.0,
0007N,1216.0,
00N22,0.0,
C1-204,993.0,
012-G,2485.0,
22C-8,1147.0,
12A &,302.0,
00M-4,2540.0,
121-9,820.0,
00S-2,2033.0,
178-4,2912.0,
B-301,4370.0,
427-3,763.0,
0B-15,1586.0,
PS-43,0.0,
0061A,1858.0,
A-202,3532.0,
0F-12,0.0,
58-16,675.0,
120-7,1286.0,
PS-64,0.0,
0F204,1066.0,
1466-3,1383.0,
0N-16,0.0,
09G-6,536.0,
0004V,1197.0,
00064,24585.0,
006-B,17812.0,
0G-12,0.0,
043-2,6267.0,
12P-6,542.0,
592-3,720.0,
11-2R,1040.0,
218-2,1749.0,
00G-1,7446.0,
00L-1,0.0,
27-4B,619.0,
790-22,730.0,
955-2,1150.0,
1106 &,2719.0,
002-D,13692.0,
0003N,2834.0,
12J-6,802.0,
117-1,820.0,
012-M,3160.0,
594-6,624.0,
596-1,606.0,
483-96,460.0,
0122A,815.0,
068-4,1055.0,
1258-4,860.0,
0A-22,795.0,
0001C,26463.0,
141-4,2245.0,
0A-30,0.0,
16-15,540.0,
137-36,720.0,
PS-143,0.0,
06-32,538.0,
C1-107,1094.0,
0120G,1448.0,
C1-105,963.0,
D-202,2684.0,
000P5,0.0,
026-H,1480.0,
0C-84,0.0,
00712,984.0,
005-K,1536.0,
00086,4118.0,
201-B,684.0,
030-D,1064.0,
6-402,518.0,
1673-7,522.0,
7-21B,750.0,
125-43,443.0,
39-11,1155.0,
0N-84,0.0,
0A-2A,675.0,
00137,3958.0,
36F-3,335.0,
0PH25,1626.0,
018 B,1729.0,
0224B,4634.0,
00438,1274.0,
215-1,1052.0,
00406,701.0,
009-9,1202.0,
115-9,820.0,
1758-B,560.0,
1259-1,921.0,
1169-1,1170.0,
00032,281.0,
021-G,1805.0,
229-6,754.0,
12HF-1,864.0,
313-9,306.0,
244-4A,1016.0,
T-407,883.0,
004-N,3189.0,
145-5,615.0,
590-7,624.0,
36-17,890.0,
23-107,1289.0,
987-1,710.0,
120-14,1114.0,
70-43,595.0,
233-3,997.0,
00L04,980.0,
249-33,393.0,
C-210,2813.0,
055-1,3796.0,
B-20-4,780.0,
0068C,1598.0,
1722-3,761.0,
27-1B,619.0,
D-607,1458.0,
242-8,555.0,
NR-3B,0.0,
029-D,752.0,
1722-8,767.0,
66-12,636.0,
790-4,492.0,
0046B,771.0,
00B-4,13372.0,
00401,91957.0,
051-2,1581.0,
08O-6,742.0,
56-G1,970.0,
001-2,21548.0,
014-8,1435.0,
033-9,485.0,
C1-401,1056.0,
0016E,2934.0,
0006K,458.0,
00545,0.0,
00043,545.0,
0222C,4655.0,
0015C,5394.0,
0012B,9388.0,
594-2,624.0,
031-6,781.0,
6-304,335.0,
818-3,1343.0,
1633-8,541.0,
021-N,770.0,
144-6,684.0,
1568-4,556.0,
17A-6,802.0,
D-616,1109.0,
364-19,504.0,
0405E,3175.0,
PM102,873.0,
178-2,1516.0,
154-3,1055.0,
0A-49,0.0,
08B/C,2842.0,
C-103,3307.0,
239-21,690.0,
00624,1710.0,
007-D,4963.0,
182-4,828.0,
00437,1754.0,
0005F,10955.0,
0002H,4280.0,
012-F,9232.0,
0G-68,0.0,
VII-7,1050.0,
800-14,660.0,
00107,38098.0,
007-C,7144.0,
8A BLC,730.0,
040-D,748.0,
09-11,1061.0,
05-16,670.0,
204-B,4638.0,
0G-31,0.0,
0045C,1004.0,
04-41,626.0,
027-D,1928.0,
28-01,340.0,
1758-7,638.0,
W-26-4,770.0,
239-23,690.0,
D-101,3119.0,
185-12,461.0,
0C-19,0.0,
0G-59,0.0,
09005,1076.0,
W-15-6,775.0,
112S-6,0.0,
00028,562.0,
210-1B,2955.0,
105S-6,0.0,
364-23,520.0,
C-107,1740.0,
483-63,335.0,
00601,54850.0,
316-1,515.0,
21-2B,335.0,
013-B,1731.0,
0402E,1750.0,
080-5,1137.0,
0B-55,1849.0,
223-2,626.0,
2-303,1016.0,
W-17-1,775.0,
00F10,0.0,
018-J,590.0,
1560-5,306.0,
319-4,523.0,
040-G,1209.0,
010-M,3559.0,
32-19,533.0,
A-110,785.0,
12-43,712.0,
028-7,739.0,
A-209,718.0,
005-I,1389.0,
00150,1330.0,
005-O,1656.0,
384-2,928.0,
0G-23,0.0,
0003A,0.0,
00406,53287.0,
0B-1B,912.0,
00042,562.0,
024-G,1565.0,
28-07,342.0,
185-11,345.0,
010-6,3851.0,
02-13,473.0,
024-F,3273.0,
00225,8143.0,
7-153,1266.0,
0R-3E,642.0,
00542,0.0,
141-6,1192.0,
1263-7,1000.0,
003-Q,330.0,
615-A,0.0,
106-3,1356.0,
244-3A,526.0,
089-8,465.0,
0B101,737.0,
00M-5,2623.0,
008-J,2984.0,
013-D,1074.0,
89-15,550.0,
09J-6,802.0,
69-23,320.0,
001-5,3302.0,
00607,829.0,
308-1,1578.0,
165-2,1985.0,
0037D,2342.0,
276-41,690.0,
044-6,828.0,
012-8,1266.0,
00086,651.0,
0F107,1028.0,
265-J,1521.0,
1657-3,1400.0,
018-5,3266.0,
04H-6,802.0,
198-10,364.0,
280-21,690.0,
242-11,581.0,
01300,2315.0,
439-32,343.0,
273-1,792.0,
006-P,2535.0,
483-42,690.0,
012-9,1278.0,
064-4,955.0,
023-P,1120.0,
265-D,1514.0,
060-9,785.0,
PS-214,0.0,
00134,3215.0,
B-14-6,780.0,
1874-3,500.0,
378-7,1125.0,
0G-49,0.0,
33-33,744.0,
10/11,2094.0,
013-4,1123.0,
192-3,641.0,
2 NCOR,1523.0,
00240,2112.0,
50-12,625.0,
247-46,309.0,
225-2,2001.0,
360-B2,395.0,
107-N,0.0,
2-402,338.0,
040-F,1634.0,
00706,22298.0,
95-11,590.0,
01309,2035.0,
088-1,1638.0,
0VI-4,1050.0,
00826,582.0,
0004W,1674.0,
05-32,1028.0,
02E-6,1179.0,
208-5,802.0,
07A &,730.0,
08L-6,542.0,
B-38-2,780.0,
0072D,746.0,
COMM 3,0.0,
0F-17,0.0,
145-44,610.0,
VII-11,1380.0,
04K-6,542.0,
0025C,6116.0,
0C-1C,0.0,
026-L,605.0,
01803,1840.0,
1637-1,628.0,
56-10,1035.0,
32-01,613.0,
B-12-2,625.0,
156 &,2640.0,
025-P,1535.0,
0B-5A,1450.0,
211-44,730.0,
238-11,582.0,
0001G,4844.0,
015-F,8224.0,
59R-3,360.0,
483-32,690.0,
189-6,520.0,
W-25-3,775.0,
402-4,750.0,
354-20,660.0,
23A-8,833.0,
0001D,17151.0,
PS-135,0.0,
145-22,910.0,
198-5,378.0,
03L-6,542.0,
70-4A,435.0,
131-6,543.0,
078-3,3317.0,
1254-1,868.0,
36-1B,710.0,
03F-6,542.0,
200-6,0.0,
B-12-1,625.0,
PH224,2088.0,
08-17,1785.0,
01015,4033.0,
29-206,785.0,
0037G,1164.0,
0157B,980.0,
032-E,862.0,
D-401,3020.0,
27T-5,756.0,
0R-4C,1028.0,
0124C,850.0,
020-F,2402.0,
1568-8,556.0,
1416-1418,3511.0,
239-11,690.0,
15E-8,1119.0,
00053,34339.0,
1564-6,556.0,
153-7,740.0,
I-302,1560.0,
125 &,0.0,
010-5,6230.0,
0IX-2,1050.0,
0008C,9055.0,
311-9,306.0,
00609,1053.0,
1177-4,1213.0,
PS-23,0.0,
1263-5,1000.0,
00527,1410.0,
01103,12354.0,
W-33-3,575.0,
00517,11872.0,
464-C,652.0,
422-2,439.0,
245-B,1659.0,
800-23,730.0,
23-108,1289.0,
W-29-1,775.0,
241-H,1473.0,
336-9,580.0,
131-5,302.0,
09L-6,542.0,
68-10,400.0,
352-22,274.0,
26-15,485.0,
1726-2,728.0,
89-11,660.0,
02H-6,802.0,
165-3,2095.0,
26-14,740.0,
"108,110",0.0,
0NM35,647.0,
0F602,1438.0,
00508,706.0,
210-3,1397.0,
242 &,960.0,
A-601,3681.0,
142-6,684.0,
04-29,1290.0,
035-7,2097.0,
35-23,555.0,
00511,22476.0,
232-2D,2680.0,
145-3,1261.0,
110-8,675.0,
70-33,595.0,
245-1,770.0,
0035E,4133.0,
245-14,505.0,
0007E,9595.0,
386-4,1125.0,
B-22-2,780.0,
E-104,1256.0,
PH1801,3650.0,
249-6,850.0,
818-2R,842.0,
0NM33,973.0,
026-3,7415.0,
12J-8,871.0,
B-12-5,625.0,
957-2,1150.0,
A-604,962.0,
0014C,4359.0,
0066C,730.0,
0B-51,2292.0,
800-31,780.0,
238-12,1517.0,
17-P-R,1578.0,
J-701,2211.0,
074-2,1550.0,
019-D,2041.0,
103-3,1498.0,
012-O,1656.0,
080-8,1174.0,
0G-21,0.0,
3-222,1795.0,
141-37,690.0,
00723,4039.0,
B-802,1907.0,
6-302,528.0,
178-17,810.0,
00156,5390.0,
1758-6,638.0,
592-12,720.0,
21-3F,404.0,
0A-48,0.0,
176-1,1933.0,
00015,143714.0,
PS-166,0.0,
0A-62,1804.0,
010-B,8840.0,
W-22-3,775.0,
A-001,1258.0,
01017,2241.0,
798-1,838.0,
0124D,822.0,
21-5C,578.0,
0B-2C,825.0,
315-1,618.0,
120-5,1290.0,
11F-8,806.0,
28-02,638.0,
218-4,1839.0,
032-A,1090.0,
319-2,593.0,
00021,130336.0,
0G-97,0.0,
989-3,1193.0,
21H-8,1413.0,
196-1,935.0,
959-5,1050.0,
0G-39,0.0,
00W-5,1900.0,
11-33,645.0,
141-42,680.0,
216-3,338.0,
B-76-3,780.0,
955-4,1401.0,
280-31,690.0,
D-309,1870.0,
00133,1930.0,
00911,3897.0,
43-17,446.0,
00I-7,1380.0,
32-17,390.0,
1880-1,460.0,
017-B,7137.0,
1870-4,620.0,
00025,88882.0,
336-6,590.0,
317-10,556.0,
24-A3,565.0,
131-20,328.0,
1-501,498.0,
004-2,14245.0,
09K-6,542.0,
W-23-6,575.0,
000P4,0.0,
013-E,1731.0,
00370,976.0,
0N-19,0.0,
00P-1,1396.0,
047-9,600.0,
58-17,585.0,
3-491,893.0,
483-36,475.0,
0100F,730.0,
PS-203,0.0,
236-4,840.0,
0026C,5395.0,
125-7,960.0,
00646,1000.0,
00037,355.0,
TH-05,1715.0,
068-6,400.0,
C1-209,1179.0,
1871-1,758.0,
C2-402,1046.0,
054-5,1185.0,
0017H,2901.0,
1718-2,730.0,
00703,31964.0,
00097,1793.0,
207-1,821.0,
NR-3I,0.0,
0R-3A,805.0,
70-24,595.0,
00401,1054.0,
00U-8,0.0,
0009B,9716.0,
0079A,642.0,
386-7,1125.0,
16-11,561.0,
093-A,755.0,
T-405,704.0,
W-24-2,575.0,
06R-6,802.0,
27-1C,431.0,
1161-4,936.0,
0F309,802.0,
069-8,1990.0,
B-46-6,780.0,
24-15,839.0,
D-606,1079.0,
009-B,7338.0,
210-2D,2387.0,
0611B,1554.0,
28-15,574.0,
W-28-1,575.0,
00006,5178.0,
0006R,521.0,
0002V,667.0,
00090,3309.0,
1718-5,766.0,
0C-99,0.0,
026-T,675.0,
00845,614.0,
1633-5,338.0,
1-401,502.0,
25-306,799.0,
1576-8,333.0,
COMM 1,0.0,
015-U,740.0,
019-P,1120.0,
157-3,1058.0,
B-10-3,780.0,
177-1,825.0,
005-7,4701.0,
09K-8,1147.0,
00S-1,0.0,
069-A,638.0,
21-3A,860.0,
00L03,732.0,
30-3A,400.0,
C2-301,1117.0,
198-1,1391.0,
238-8,610.0,
027-F,2406.0,
088-6,706.0,
1949-7,625.0,
092-2,823.0,
060-3,2278.0,
17J-6,802.0,
0075A,686.0,
01220,2084.0,
0IX-5,1380.0,
384-5,1125.0,
019-R,1870.0,
PS-139,0.0,
4-403,476.0,
00009,558.0,
0C-17,0.0,
204-2,1057.0,
018-N,770.0,
C-121,0.0,
1657-6,1400.0,
00O-4,0.0,
000D4,1377.0,
0B-3D,672.0,
0N-62,0.0,
0002Q,856.0,
249-31,763.0,
00G-B,2508.0,
19G-8,589.0,
L-10A,0.0,
067-6,1261.0,
0006F,8606.0,
